site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
IT-PT1,45.2009,9.061,orchidee,361.6802344,442.9859688,420.6172003,376.3479368,423.9841054,390.194857,403.8730962,387.8869793,415.5882153,347.6662628,399.5463969,405.4147181,316.70798,433.1071899,349.6067634,366.8374853,380.8022616,377.9886288,328.3699667,370.257119,323.8097724,338.4703296,357.675367,407.2733605,417.4925741,432.0003613,406.1216377,437.0124994,402.3077113,413.9828728,405.3099663,484.5066679,430.3686075,406.7602048,433.52063,415.0328849,413.3203732,433.2702143,464.7703171,486.5517952
IT-Ren,46.5869,11.4337,orchidee,152.762028,160.9174113,144.3315382,162.1138993,162.148651,160.5477105,157.104671,139.6253007,179.1085647,158.9206347,179.9756889,175.4187505,156.1662131,159.164215,167.1747292,165.5107306,186.6781081,181.0570828,170.0068983,167.7741595,169.5931389,188.4850189,188.0612249,175.5586754,175.0343819,189.1731793,178.8764626,183.0063516,197.9708704,198.1306787,193.4445935,200.3980162,189.9283398,183.6448289,181.5213266,191.9748843,190.0065991,210.3799363,186.8350964,210.2107738
IT-Ro1,42.4081,11.93,orchidee,422.5651782,418.7020279,456.9003273,459.672817,431.9283999,434.5801843,466.8821414,451.2909401,492.9475607,487.2784522,452.4580726,461.2896557,373.7781419,475.9966681,452.1309566,385.7534868,444.7696584,403.7978929,375.3551847,384.3893897,382.9407416,421.5479368,369.8554652,334.9503511,331.9281681,415.4781732,389.6666104,469.3420026,440.9066842,427.486117,361.5916904,336.1439964,398.8619662,370.0860284,401.5916532,419.4021696,399.2670539,456.8784373,410.7333392,486.6285014
IT-Ro2,42.3903,11.9209,orchidee,422.5651782,418.7020279,456.9003273,459.672817,431.9283999,434.5801843,466.8821414,451.2909401,492.9475607,487.2784522,452.4580726,461.2896557,373.7781419,475.9966681,452.1309566,385.7534868,444.7696584,403.7978929,375.3551847,384.3893897,382.9407416,421.5479368,369.8554652,334.9503511,331.9281681,415.4781732,389.6666104,469.3420026,440.9066842,427.486117,361.5916904,336.1439964,398.8619662,370.0860284,401.5916532,419.4021696,399.2670539,456.8784373,410.7333392,486.6285014
IT-SR2,43.732,10.291,orchidee,363.956804,359.8221418,358.2861127,341.9184894,359.72779,394.6389705,390.2419626,433.050147,438.9512434,417.2824358,405.2922473,380.6278397,336.8192045,430.3715244,376.5936223,362.1399681,390.0518443,365.2105663,391.0317765,449.901447,474.4650606,510.2794514,449.731117,413.761107,374.0715162,445.8707244,401.8589235,416.2957663,361.2520844,335.4030188,336.1634227,382.7183319,418.4571238,403.0948609,374.5647948,368.6091131,387.9746352,386.9723633,371.0455579,443.2755606
IT-SRo,43.7279,10.2844,orchidee,363.956804,359.8221418,358.2861127,341.9184894,359.72779,394.6389705,390.2419626,433.050147,438.9512434,417.2824358,405.2922473,380.6278397,336.8192045,430.3715244,376.5936223,362.1399681,390.0518443,365.2105663,391.0317765,449.901447,474.4650606,510.2794514,449.731117,413.761107,374.0715162,445.8707244,401.8589235,416.2957663,361.2520844,335.4030188,336.1634227,382.7183319,418.4571238,403.0948609,374.5647948,368.6091131,387.9746352,386.9723633,371.0455579,443.2755606
IT-Tor,45.8444,7.5781,orchidee,260.3266778,294.9313748,282.0216213,276.8346078,288.5250505,279.5795906,304.9752292,260.7952643,278.3637396,273.9682418,289.8915179,292.838408,256.131839,280.5019163,250.684007,255.7492608,270.2858012,286.9275003,262.7229303,271.1920644,297.4661036,309.265358,298.6971308,307.6704601,306.6537972,317.8795126,306.6588227,306.604772,332.4963429,305.3468536,306.2387366,338.0459137,282.7021946,289.7779257,333.6091612,347.9471412,332.5482075,333.0759811,326.1298716,341.6521237
JP-MBF,44.3869,142.3186,orchidee,460.4133147,468.7169088,473.7945734,466.4562654,491.4584043,415.5838647,471.8679489,500.2269517,444.3876634,440.6857404,496.0028543,440.0490887,475.455374,456.9551198,486.2486109,446.6725995,501.0619338,455.5706793,482.9137555,507.0939774,489.0435054,492.7561619,438.6292926,508.5989019,505.6517601,480.9531313,457.6759454,504.3548693,515.6663827,518.4086814,491.6425071,486.6291161,469.9437453,495.8500516,499.3098678,505.997399,439.9651389,475.9914091,498.5971359,523.9929078
JP-SMF,35.2617,137.0788,orchidee,613.6274954,622.3657018,612.7282145,607.9589633,625.8439833,595.8746484,623.9866943,619.7319646,629.828608,599.2821593,597.3662152,610.3842924,619.1985176,608.7110336,615.2126188,596.7615449,627.8872193,596.4547653,624.2488845,646.9257339,624.4388882,617.0690701,599.2614436,648.316993,614.9581781,618.0467451,625.2248733,653.7631289,634.4574751,640.9286079,627.7363018,628.842931,630.6289516,659.4022719,628.8524276,635.7407546,650.6648807,645.1884189,647.3621977,666.7825653
NL-Hor,52.2404,5.0713,orchidee,348.4394084,327.0263029,349.3453744,333.5665245,352.0898002,353.8306837,319.4918524,318.9312236,343.1189692,339.5354371,350.321735,372.5296941,366.7765153,353.792023,341.2136493,358.1404466,343.3327803,357.5030033,371.5999027,364.686035,350.9650909,346.8116095,346.4352268,379.3556005,368.9282091,329.9495895,346.4156567,346.1569028,367.5870741,356.9738948,365.5252966,369.3968565,376.6706151,336.2445927,347.8666331,381.4852845,357.809452,369.2626888,372.7595696,354.8513921
NL-Loo,52.1666,5.7436,orchidee,344.194868,323.5442672,343.3275096,329.8758232,349.1343761,352.1519771,321.917678,310.6764335,329.9816235,324.420972,335.3022472,360.2549526,351.5655995,338.0649704,325.6229841,342.4614213,331.7610552,343.4724718,353.6619849,350.8802206,339.8875188,341.9388764,356.9591263,367.2156227,359.4194319,323.2658895,349.3498858,346.4019763,367.6536807,353.5428213,360.517775,363.3549611,367.8617502,347.8794656,358.0879009,385.6179034,364.1057803,369.7438293,374.4041298,360.3708974
NO-Adv,78.186,15.923,orchidee,0.002076762,0.002946421,0.00299736,0.002201047,0.001651382,0.001994772,0.002176139,0.001729366,0.002126223,0.002721267,0.002902041,0.002874639,0.00189754,0.002015165,0.001823476,0.001646866,0.001459778,0.001469343,0.001533913,0.001642707,0.001597063,0.001608517,0.001576776,0.001566884,0.001585255,0.00161982,0.001573558,0.001614947,0.001658514,0.002169065,0.002566062,0.001540897,0.001477497,0.001514507,0.001585464,0.001660423,0.001634623,0.001589649,0.001583947,0.001576868
NO-Blv,78.9216,11.8311,orchidee,0.024481777,0.039502321,0.042831057,0.016814789,0.016290323,0.017392819,0.015933184,0.01603382,0.015620159,0.016212073,0.026543941,0.036488414,0.024239129,0.025844741,0.02080974,0.014952127,0.014384036,0.014925304,0.016207141,0.019480322,0.021219826,0.020159154,0.022958273,0.034700055,0.036073855,0.01362992,0.013084525,0.01413135,0.014829394,0.01475554,0.015561311,0.020823222,0.027942853,0.024243316,0.019034687,0.014716438,0.014506341,0.014579491,0.014453425,0.014428778
RU-Che,68.613,161.3414,orchidee,74.06262832,68.41931515,64.62340864,65.36851961,49.93486724,51.49613662,59.04176901,54.04261113,49.04252529,51.83176414,63.48806317,61.60937338,48.08014923,60.19105958,65.36175446,67.61756582,66.04043738,55.45979935,65.27989063,103.0719008,117.0917559,79.75416472,75.08726171,73.88565076,86.19762046,80.83875174,81.0400424,95.96497006,109.8836281,105.2558238,78.40812378,82.3856047,80.88468232,77.49389064,92.49435697,97.81902239,103.7885766,93.04989688,70.75236764,89.31726486
RU-Cok,70.8291,147.4943,orchidee,86.60589278,80.07048568,108.5361102,142.4866447,118.1587131,87.4672418,98.1682257,93.13368277,79.18860181,83.05034893,79.49701791,72.81746806,69.22461921,84.80020464,108.1156752,84.95612945,67.07076096,93.03482487,107.1842143,137.7542491,147.3072651,106.868124,108.1545522,99.47529364,118.1000094,102.6959156,118.6121925,104.1927683,94.21697695,104.4802538,91.73265788,85.01979123,77.53334958,73.15275707,80.10568113,70.52193943,75.96646969,65.61116872,59.11547294,63.10153836
RU-Fyo,56.4615,32.9221,orchidee,445.9525778,426.2418827,403.0135546,402.692204,419.9859864,361.9354747,433.595552,447.7293326,415.4292673,466.6169008,439.3014022,400.5241693,409.7714621,444.8487139,446.2942475,437.2603669,432.3165206,445.0484675,454.5189776,443.7664158,451.7556354,396.6860415,421.124506,401.209432,411.9048374,408.4457778,450.5793063,490.935224,417.9546151,461.5207112,419.2288267,411.0564178,461.8902801,468.4104478,446.4796658,465.7020186,425.9590181,475.5700362,467.3464335,472.5012747
RU-Ha1,54.7252,90.0022,orchidee,100.085998,145.6386967,132.5698651,119.611086,103.4965771,119.704895,116.6345779,110.8075028,116.5671825,125.0741567,135.7843531,121.5848832,112.4677499,124.4462115,151.5711527,146.281915,159.3853282,191.3737185,140.496756,172.8763368,176.1777744,188.7669985,151.7454626,174.9181396,163.3059959,141.14394,153.7916846,132.8879627,110.570346,141.042005,134.0925434,144.9132945,171.7933069,149.4272292,133.6441647,149.2808282,166.7476533,141.7333243,162.3392958,155.0297692
SD-Dem,13.2829,30.4783,orchidee,44.16884085,35.25417926,45.85213463,47.12577399,46.06967136,32.04490074,50.94381098,48.2014725,53.01410532,46.27888499,52.2853358,47.77758315,33.18188662,41.22639473,29.4809001,28.52673247,39.66256085,32.49926049,36.85760178,21.6619472,25.5779518,30.68187563,49.20744848,48.5973792,59.25634139,53.91614931,49.78651531,42.38209405,37.85756857,39.80271664,51.33469018,46.72531064,32.28896274,44.49045643,30.23617922,33.76175764,55.53767994,57.10167809,57.74509827,47.52537831
SN-Dhr,15.4028,-15.4322,orchidee,94.53006371,86.33028597,100.3271696,74.4655417,85.7935571,88.3150714,95.83342354,93.00671044,90.49845129,86.70984538,87.79806607,91.37033023,92.00073258,89.17103215,142.0163151,165.6741141,110.6099289,98.22033468,107.9900453,103.4824778,97.324732,104.1152699,97.84864876,86.36646219,86.37872682,86.75578631,88.76661661,92.68676797,95.11000083,104.7962697,105.1819204,104.8059482,86.05706455,73.44799995,131.5642202,194.9646368,115.8079998,105.7535878,104.8386488,119.414719
US-AR1,36.4267,-99.42,orchidee,272.5562605,305.88439,371.017016,420.184855,364.0037256,372.6833478,365.9137295,398.2465972,371.1506953,416.4869414,352.3835399,345.0351015,390.6252841,363.9016773,320.1863879,438.197274,452.6267344,428.1675393,390.5085945,434.6342633,380.4978462,380.4090393,363.3487893,384.189217,393.6567738,432.817489,444.8298089,504.6744775,423.0175579,464.2498055,400.2603099,374.1948384,419.1337219,421.2265195,464.0168301,439.4835804,427.6020685,476.7618142,464.6445843,447.926045
US-AR2,36.6358,-99.5975,orchidee,267.8779103,280.1162088,351.4925345,376.3921294,381.6065239,335.9377063,321.5112384,326.6530288,317.482177,357.0721181,312.8888736,350.6821483,364.7012458,333.3311486,308.2501146,394.2564682,439.712754,415.0468553,411.7336481,424.4708021,321.5763712,285.0437986,287.9234805,306.4143494,317.5412581,312.8410516,325.3935764,415.8050689,374.9532728,410.3049704,342.8522039,285.9216509,364.7096835,378.5608624,425.3216975,420.7762179,370.7428037,343.1049125,367.7065374,389.0457684
US-ARb,35.5497,-98.0402,orchidee,268.1687756,256.0015533,299.2724581,380.7485357,443.0856519,341.584524,336.12385,297.5540706,268.1334596,324.8543541,283.5441121,336.7535609,408.2109405,310.3570166,301.2303585,366.1630312,361.2440705,379.0229837,452.1330096,418.0500379,361.3639173,404.8905447,460.0778452,401.3019821,552.57562,402.0467342,477.424019,395.3534503,343.8743421,455.6866582,314.0402411,316.6327095,303.5320746,389.0106677,397.6077579,323.3811794,601.7042825,573.5370593,449.3522253,445.0733125
US-ARc,35.5465,-98.04,orchidee,268.1687756,256.0015533,299.2724581,380.7485357,443.0856519,341.584524,336.12385,297.5540706,268.1334596,324.8543541,283.5441121,336.7535609,408.2109405,310.3570166,301.2303585,366.1630312,361.2440705,379.0229837,452.1330096,418.0500379,361.3639173,404.8905447,460.0778452,401.3019821,552.57562,402.0467342,477.424019,395.3534503,343.8743421,455.6866582,314.0402411,316.6327095,303.5320746,389.0106677,397.6077579,323.3811794,601.7042825,573.5370593,449.3522253,445.0733125
US-ARM,36.6058,-97.4888,orchidee,403.2051008,375.7986322,501.0953889,552.498736,508.5541689,380.2351475,525.2492737,408.3711894,370.1344809,418.1054315,329.6739533,373.1298157,447.559437,382.7751763,413.8369317,467.7672939,529.4832449,436.1164384,523.6628882,401.4882138,397.2559674,488.4011568,505.7593005,440.5984046,574.899695,429.6741123,522.3599332,508.8694609,524.6040465,492.5475002,341.2908637,459.2236131,388.734065,465.8553743,420.5099907,330.8613573,545.5098009,567.6969013,502.2188931,428.8709698
US-Blo,38.8953,-120.6328,orchidee,201.0205955,223.3521253,226.5696214,226.078381,235.4788196,190.5186524,185.8018042,210.6992682,187.0869186,160.6928345,197.8950593,212.6191805,244.3454526,255.804455,233.2555903,253.9412483,265.7159141,239.7297706,241.6110821,226.2338887,234.1735997,252.2738981,267.6715395,282.4976608,295.7519731,333.7866658,287.2573999,334.9490888,303.4312915,327.695567,328.5233984,317.7567691,336.9331671,318.1476363,334.6052183,330.41068,314.5039098,308.0396872,326.8003087,350.4590371
US-Cop,38.09,-109.39,orchidee,61.51190278,54.43257716,54.07071503,57.51888862,40.71730161,36.47830159,32.88035503,31.6639469,28.41546816,27.33149997,32.94922516,30.82232284,32.78111763,31.7215142,35.00184832,35.75189207,37.35654101,33.43071075,28.88742718,29.69555217,26.44526262,29.19213735,31.85903879,29.12162981,25.62170775,26.27747345,27.28064349,24.32371326,26.48903595,27.522533,26.46853021,25.75126351,24.3569942,24.0447986,25.68913869,28.87465854,26.31792001,26.72426694,26.32182445,24.80418389
US-GBT,41.3658,-106.2397,orchidee,31.12528343,29.87542706,26.45895921,30.93682086,29.21964615,29.67644008,29.42276875,29.36328062,26.27003188,24.99766209,24.74809522,25.01796614,26.70105856,28.68973879,31.36544923,32.12810224,31.08838558,30.75745562,26.36076551,25.22257482,27.67085574,31.70175434,32.63629928,36.12399491,31.43644363,32.04275356,31.46479641,38.74313071,39.42379084,42.6371683,37.79740711,32.89376355,31.74229264,30.90433465,34.34867963,34.61380035,36.48015131,35.0018693,34.10939582,37.9020821
US-GLE,41.3665,-106.2399,orchidee,31.12528343,29.87542706,26.45895921,30.93682086,29.21964615,29.67644008,29.42276875,29.36328062,26.27003188,24.99766209,24.74809522,25.01796614,26.70105856,28.68973879,31.36544923,32.12810224,31.08838558,30.75745562,26.36076551,25.22257482,27.67085574,31.70175434,32.63629928,36.12399491,31.43644363,32.04275356,31.46479641,38.74313071,39.42379084,42.6371683,37.79740711,32.89376355,31.74229264,30.90433465,34.34867963,34.61380035,36.48015131,35.0018693,34.10939582,37.9020821
US-Ha1,42.5378,-72.1715,orchidee,408.1493079,391.4858243,442.5482823,410.4501967,443.5868822,405.0445106,415.9074704,396.8530416,430.5267835,407.801939,415.3051603,406.1764636,436.5896228,423.8474096,415.1617763,422.690647,432.2100014,433.9383347,426.1248439,445.7197287,449.0985176,396.8010038,426.1025948,425.775561,434.948902,435.8108553,409.4676686,448.0226562,447.2584337,420.938,439.1713173,440.8171579,441.1883375,432.4297515,456.4625642,452.3017343,436.2129568,434.1647062,429.6553449,473.9561874
US-KS2,28.6086,-80.6715,orchidee,736.8639572,779.6645045,797.6539737,741.5628104,743.4430045,770.3564777,712.566896,743.7174603,824.1840389,726.6068424,697.4320061,876.5263875,838.2796882,790.1344259,821.1028107,728.006329,752.1652762,854.7364163,780.2646858,774.2074932,914.3288627,801.3109098,714.7637447,925.8521169,833.5151539,764.6552835,847.2859293,776.6159988,806.384071,677.2378074,788.2796519,828.0522279,833.7129963,849.3516421,849.4416438,800.9289903,807.9969689,787.3192372,825.5293802,748.5930433
US-Los,46.0827,-89.9792,orchidee,339.582111,361.2996754,332.0570816,318.9596363,331.4649546,278.5613893,320.6013993,349.6196041,324.6957797,335.1795307,309.6484285,345.9511077,344.5217661,316.4266768,368.6150896,347.8201749,341.5802194,348.3181673,322.4816375,323.4169592,387.2952379,346.4470502,336.2040434,368.2490555,344.3857329,356.0699803,350.3775198,323.7908569,356.6684316,329.3605894,369.935128,391.1457756,337.334407,323.9364121,378.5089371,350.725054,343.1823581,363.3455521,354.2916972,408.4476888
US-Me1,44.5794,-121.5,orchidee,72.81266138,70.7127782,68.12188785,67.94021831,62.58942988,60.5872704,59.23844944,69.37865844,67.56121905,70.87106415,84.55044787,90.45068378,104.7987672,107.8115311,87.31369049,86.485936,75.7325416,78.37932587,75.81984077,74.48204714,67.39546401,71.35761491,76.09216579,74.21845466,85.07536095,104.8026454,92.7397533,113.6385378,97.42985013,84.95766766,71.88145351,71.51018364,76.21693352,85.94966705,88.50441574,106.0259598,92.68799082,74.8317972,67.60001228,75.42829934
US-Me2,44.4523,-121.5574,orchidee,177.8438628,177.2317669,179.5419961,168.8428628,175.9157613,161.5129556,165.7129891,191.8662456,187.388242,176.9385151,201.0044455,187.2217913,189.1707044,195.9664938,183.9520351,212.0990131,214.5191818,244.5834375,242.9997694,270.6310479,264.8936461,287.6104789,288.6020355,303.7838955,359.4990885,322.3496256,348.8158252,323.6679619,312.1941387,324.5612686,348.7657286,321.5309738,357.8277858,410.9364445,369.8305223,362.4352199,385.9905759,377.6582266,377.6924057,400.5666993
US-Me6,44.3233,-121.6078,orchidee,177.8438628,177.2317669,179.5419961,168.8428628,175.9157613,161.5129556,165.7129891,191.8662456,187.388242,176.9385151,201.0044455,187.2217913,189.1707044,195.9664938,183.9520351,212.0990131,214.5191818,244.5834375,242.9997694,270.6310479,264.8936461,287.6104789,288.6020355,303.7838955,359.4990885,322.3496256,348.8158252,323.6679619,312.1941387,324.5612686,348.7657286,321.5309738,357.8277858,410.9364445,369.8305223,362.4352199,385.9905759,377.6582266,377.6924057,400.5666993
US-MMS,39.3232,-86.4131,orchidee,651.350903,640.9626677,845.5462157,750.4405227,782.2301367,599.2428719,650.0779656,713.6219772,864.6170309,709.8118572,724.1263446,732.8169234,735.2603327,685.0729271,852.9908673,820.8551619,687.4681145,568.3243915,862.5236748,888.8831509,766.9335968,689.0676069,849.0908104,754.9757239,873.2056598,784.9175733,746.8771559,852.4721161,677.9904164,897.6332829,902.1054947,824.7225828,829.2000242,859.2562664,790.2192281,920.3356608,715.8072986,853.2690064,887.2530626,786.3742744
US-Myb,38.0498,-121.7651,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-Ne1,41.1651,-96.4766,orchidee,448.7170899,416.3870208,537.7434031,411.2117901,339.8444167,300.3178395,418.7804557,406.677566,402.174333,406.1580363,364.4440552,525.1372963,446.7513183,458.3649022,443.5159729,597.357423,494.5678602,343.886111,335.9105858,430.5125336,411.0543875,437.3142087,597.7183659,530.8137126,393.4970031,415.3412827,404.1702876,602.4963133,416.7434538,411.9490356,384.5357978,380.2073211,329.2180941,321.4657368,363.9006096,338.835436,524.3346451,567.3178899,554.2579725,537.6718446
US-Ne2,41.1649,-96.4701,orchidee,448.7170899,416.3870208,537.7434031,411.2117901,339.8444167,300.3178395,418.7804557,406.677566,402.174333,406.1580363,364.4440552,525.1372963,446.7513183,458.3649022,443.5159729,597.357423,494.5678602,343.886111,335.9105858,430.5125336,411.0543875,437.3142087,597.7183659,530.8137126,393.4970031,415.3412827,404.1702876,602.4963133,416.7434538,411.9490356,384.5357978,380.2073211,329.2180941,321.4657368,363.9006096,338.835436,524.3346451,567.3178899,554.2579725,537.6718446
US-Ne3,41.1797,-96.4397,orchidee,448.7170899,416.3870208,537.7434031,411.2117901,339.8444167,300.3178395,418.7804557,406.677566,402.174333,406.1580363,364.4440552,525.1372963,446.7513183,458.3649022,443.5159729,597.357423,494.5678602,343.886111,335.9105858,430.5125336,411.0543875,437.3142087,597.7183659,530.8137126,393.4970031,415.3412827,404.1702876,602.4963133,416.7434538,411.9490356,384.5357978,380.2073211,329.2180941,321.4657368,363.9006096,338.835436,524.3346451,567.3178899,554.2579725,537.6718446
US-NR1,40.0329,-105.5464,orchidee,22.97814067,22.19878057,21.0996768,22.98916989,21.80456629,21.6477569,22.73000753,22.55531362,20.49948077,20.25397279,19.70774236,20.24417943,22.82804055,26.60803682,32.22752434,29.17319856,25.78939927,25.73105162,23.7678124,22.4458927,22.62717867,22.85583974,21.96634922,23.2288473,23.0630329,23.76729536,22.71115731,26.53809301,25.23865105,27.81258114,26.16035288,24.84603554,26.24327866,26.90416706,29.65915478,27.79420311,27.79438301,27.02404465,26.79482857,26.62232712
US-ORv,40.0201,-83.0183,orchidee,382.6595308,424.2794501,423.690235,358.6061759,371.0163429,369.551234,356.8832224,411.3860616,472.3943593,431.5186908,381.902905,406.0419811,427.5238298,336.7737496,424.72627,387.8906932,364.2588191,360.8889119,403.3333286,433.3331754,338.4866779,396.7058739,393.1057822,356.4237213,449.6487676,370.4896281,355.5243279,374.4975763,357.8068994,463.1422712,454.8853991,433.0949572,433.1930363,448.0944543,410.6105258,403.4847425,356.1684224,348.6668335,365.7996279,365.8077388
US-PFa,45.9459,-90.2723,orchidee,441.8549064,428.1892161,424.8611826,382.2740504,417.909653,343.4757034,397.3034122,468.746457,395.8521368,429.7456988,400.9746973,436.0317294,423.4483924,399.9146507,455.8080346,456.4593945,404.3110179,413.9171564,353.0283479,440.7406482,480.4910391,372.762281,416.2144625,450.7199647,469.6838561,431.5530174,403.1441592,375.3125426,402.2585691,443.6904681,476.1487867,449.5360918,373.170422,399.8408249,448.3471888,439.2793416,435.971011,445.6344399,414.9191283,498.0278182
US-Prr,65.1237,-147.4876,orchidee,191.6126479,184.2375134,169.7092562,150.7892104,145.1962949,125.4231368,180.8932955,186.0387045,150.8575791,128.789358,171.777756,173.0997824,196.8357637,177.5535947,189.5879886,190.638825,158.7289338,162.0873768,158.8330411,218.4632695,192.8297561,191.8871722,210.8288818,158.3841496,170.5084348,177.292025,159.1409304,182.7139517,203.8550605,242.0445106,198.9001137,228.6565064,251.6786173,189.1988778,179.0585997,182.4744388,213.3154963,242.9980158,219.2746076,204.8385943
US-SRG,31.7894,-110.8277,orchidee,83.07948703,75.5642385,89.64754999,88.73536505,78.75542091,82.61666351,86.95788593,92.91811673,87.28630376,89.09781972,85.98125087,91.60224671,104.1787333,111.526101,159.6732499,131.4097016,112.0730035,116.0314138,92.61020549,98.70610136,91.79602446,104.8857899,140.3054238,115.843722,101.1897682,88.94362867,81.1392529,83.53057191,91.97429867,94.02278381,86.54985866,91.90143052,87.48303597,88.07477784,90.16716856,86.76194966,100.5276808,99.88147228,97.53666028,90.65355627
US-SRM,31.8214,-110.8661,orchidee,83.07948703,75.5642385,89.64754999,88.73536505,78.75542091,82.61666351,86.95788593,92.91811673,87.28630376,89.09781972,85.98125087,91.60224671,104.1787333,111.526101,159.6732499,131.4097016,112.0730035,116.0314138,92.61020549,98.70610136,91.79602446,104.8857899,140.3054238,115.843722,101.1897682,88.94362867,81.1392529,83.53057191,91.97429867,94.02278381,86.54985866,91.90143052,87.48303597,88.07477784,90.16716856,86.76194966,100.5276808,99.88147228,97.53666028,90.65355627
US-Syv,46.242,-89.3477,orchidee,383.5816027,400.7681168,372.5478329,358.6541602,387.0978578,320.8863445,346.2281935,376.3561773,384.9061872,392.5203907,358.0525175,386.0214198,404.024817,360.3789082,411.7262227,385.1686033,378.7764626,399.5822334,339.7681938,330.3168895,417.3458824,416.3066935,375.2844718,381.5542065,401.7622095,403.1811039,388.7240052,379.9126706,415.8403986,378.6202186,427.0300663,429.6554698,380.3792797,367.4067123,437.7406227,397.5702174,386.1183003,386.3511718,368.7110532,444.155881
US-Ton,38.4316,-120.966,orchidee,303.1162808,316.5141036,331.096538,319.2627287,324.6769029,281.5487839,267.026477,309.0221843,362.5685352,320.9132043,359.9847792,340.5698869,391.9137029,391.9320833,320.9084071,329.4457416,354.1393946,297.6987308,287.5632235,310.1994237,301.6902364,324.0914566,319.9873371,353.9684605,373.4059652,440.6537068,356.5184193,400.4593565,400.1542096,419.5969074,421.7582647,362.2136797,374.3395839,362.6456538,368.9748719,403.4232323,349.6509771,346.5583499,358.8804886,406.6320795
US-Tw1,38.1074,-121.6469,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-Tw2,38.1047,-121.6433,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-Tw3,38.1159,-121.6467,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-Tw4,38.103,-121.6414,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-Twt,38.1087,-121.653,orchidee,162.0581639,160.5855614,179.8011977,173.1194916,174.9588956,139.6401464,123.9354931,160.1986958,179.1144927,191.4517228,192.2008715,192.833492,241.4334239,208.3240306,169.2605394,179.9020918,181.5366078,160.9394139,141.7925544,135.552563,140.7654685,155.7291678,163.3189463,165.8103747,190.737887,231.5934926,197.0847446,201.3384263,182.4037409,179.9989907,182.6923753,156.5112968,168.3533295,166.555308,169.8103293,181.8087709,153.2866212,148.2696516,160.355812,168.8280285
US-UMB,45.5598,-84.7138,orchidee,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
US-UMd,45.5625,-84.6975,orchidee,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
