site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
SD-Dem,13.2829,30.4783,lpjguess,231.919997,222.7128583,251.920001,341.1800066,261.5600064,290.6203593,253.6900002,328.7299971,271.8200023,339.4000025,307.3999996,342.15,319.3900023,258.4275016,293.3800003,288.2599965,262.1499987,281.6214267,259.0099999,278.590002,290.7700005,315.179285,253.299997,305.2200055,308.7000031,416.8817892,315.7100021,314.6700014,339.0400018,273.2753562,340.8899989,302.8799961,393.5300041,239.6307172,250.4000013,322.360001,302.2400059,325.9478581,368.8900002,349.7899997
SN-Dhr,15.4028,-15.4322,lpjguess,298.3999993,283.8232147,318.6899989,311.6799944,242.3100005,255.2139246,257.2099984,312.0099998,259.9100027,296.0196433,289.8500016,303.5699995,244.1300014,319.8810682,218.2800028,219.5399973,283.0899976,260.8146387,290.700002,278.2599981,289.1900011,290.0532191,279.3699963,239.6199983,237.4400023,256.9942867,275.5100013,336.4899973,307.0799998,291.8603579,283.7700028,297.809998,323.0299995,264.4885725,285.3200024,281.0500023,298.9200001,270.2382143,249.2900027,284.0199976
US-AR1,36.4267,-99.42,lpjguess,364.7700014,247.4278567,260.1499995,304.0099986,292.7200013,291.4667862,355.1800014,286.3000032,310.7300016,238.7478546,298.0000005,254.0600016,297.1300045,239.6182163,345.3500031,317.6400024,306.8899985,233.645714,337.7300021,289.2500016,285.4100002,296.4278541,274.3099998,243.0200019,300.8599977,326.4449974,327.4100034,309.0900018,299.350003,317.3457116,292.7899993,284.6900018,255.3100004,318.1760679,277.7699983,245.9500015,397.4000045,229.8360699,188.1099993,279.0500015
US-AR2,36.6358,-99.5975,lpjguess,340.4100038,218.4692899,259.1800013,256.919998,254.9600022,291.8549973,317.22,277.5300012,273.4400034,231.0914245,277.2100029,250.9800012,270.6600024,243.2100046,326.1500031,297.4999988,326.0799994,222.1032145,335.9499986,240.3100031,307.5400015,248.0260723,203.2200017,210.8599986,244.6,313.7642819,251.8899988,266.9500006,303.9899976,270.2935697,266.4200016,308.1899989,269.5499972,255.1082159,278.1099929,207.9499989,389.8900016,237.7121433,172.8500022,244.7200016
US-ARb,35.5497,-98.0402,lpjguess,314.7300052,270.8660701,257.5699999,263.4599982,329.909998,326.5664241,372.1800066,301.04,279.0999984,246.6575049,288.0599987,266.8899969,279.4699979,289.1650006,309.6400007,299.3999967,295.8300021,299.1700035,323.5499979,342.6700025,349.8099992,356.1335726,327.3699972,328.3199976,357.4000021,337.8171449,343.4499983,357.8199987,354.9899971,317.5982128,315.2500008,322.9699959,328.8400002,328.3892875,345.5000014,352.5000023,356.7999976,309.3178601,295.1299986,352.2699997
US-ARc,35.5465,-98.04,lpjguess,314.7300052,270.8660701,257.5699999,263.4599982,329.909998,326.5664241,372.1800066,301.04,279.0999984,246.6575049,288.0599987,266.8899969,279.4699979,289.1650006,309.6400007,299.3999967,295.8300021,299.1700035,323.5499979,342.6700025,349.8099992,356.1335726,327.3699972,328.3199976,357.4000021,337.8171449,343.4499983,357.8199987,354.9899971,317.5982128,315.2500008,322.9699959,328.8400002,328.3892875,345.5000014,352.5000023,356.7999976,309.3178601,295.1299986,352.2699997
US-ARM,36.6058,-97.4888,lpjguess,360.0600001,339.464638,334.9400016,324.4699995,340.1800038,357.3089252,378.0899977,343.9199981,335.4400006,323.4724975,315.4000019,290.8400027,307.1400009,297.415,330.6299954,336.4700003,332.1300033,335.9739353,359.2699997,365.4099976,383.4700023,365.2410653,339.4400024,358.9900032,370.6999972,374.0528498,362.3899995,385.3199981,384.1199979,371.764289,388.0400019,399.6599951,357.5100047,354.4110724,380.259996,375.2799967,416.4999936,301.7417853,302.7599979,366.7299956
US-Blo,38.8953,-120.6328,lpjguess,263.9199987,264.2885728,271.2700001,282.1899984,267.239997,289.8617848,298.8799994,321.6499997,258.7599986,279.9253591,297.6899973,277.1299993,277.5299986,302.0300031,289.9599978,300.2999985,276.9799967,309.6992861,277.6900009,280.5400052,294.4499995,310.3099949,300.0800039,305.6699976,319.9000017,312.509288,316.149998,312.290004,293.7399982,325.5314269,300.1700008,324.2199967,285.9200007,272.9728554,281.9799999,273.6899996,335.6699962,305.089291,300.4700007,272.6299984
US-Cop,38.09,-109.39,lpjguess,238.999999,236.7053546,224.2200003,233.1800019,224.2000026,233.4871427,237.5800015,229.1699977,192.8200003,205.088928,211.5199975,203.4199992,236.9900017,248.4399978,267.5799953,265.2599951,276.6799994,277.3999964,250.6099958,298.8900009,207.519998,238.2467867,211.4499985,246.0499978,241.8100032,256.2892834,255.4100013,226.9400019,273.6700003,251.9832171,284.9599993,229.6699977,263.7399994,243.1200011,232.1000012,265.8499997,278.3300015,249.3425038,261.5399968,252.6200024
US-GBT,41.3658,-106.2397,lpjguess,235.9700003,258.0999984,236.3200052,243.6899991,239.9400024,265.5699969,291.9200034,251.6700055,256.1599992,236.8800025,266.0200008,220.0899995,252.4599973,250.8700029,245.5099991,278.960001,261.880002,279.5700012,255.1199961,278.7700046,243.1700028,259.0600023,233.2799982,300.8999997,275.2799996,260.0500021,243.0399999,259.6399987,249.5999982,304.6100017,293.7100031,279.2699975,289.7199983,240.7199973,238.5499977,266.4499988,288.2199989,232.7800018,254.3399999,268.4999959
US-GLE,41.3665,-106.2399,lpjguess,235.9700003,258.0999984,236.3200052,243.6899991,239.9400024,265.5699969,291.9200034,251.6700055,256.1599992,236.8800025,266.0200008,220.0899995,252.4599973,250.8700029,245.5099991,278.960001,261.880002,279.5700012,255.1199961,278.7700046,243.1700028,259.0600023,233.2799982,300.8999997,275.2799996,260.0500021,243.0399999,259.6399987,249.5999982,304.6100017,293.7100031,279.2699975,289.7199983,240.7199973,238.5499977,266.4499988,288.2199989,232.7800018,254.3399999,268.4999959
US-Ha1,42.5378,-72.1715,lpjguess,418.9000015,387.8199986,506.7100065,409.5399971,510.5800023,410.8289255,421.5200008,330.9600033,504.7099918,293.4300007,492.8000017,406.1699999,377.6399972,441.370711,420.0599958,457.780001,436.9900043,450.8499996,496.6500007,430.3800021,511.0599988,385.6499962,382.1100093,473.2600056,389.0099935,507.6100005,375.7100016,428.4099996,465.0199927,537.3132212,384.4000008,422.2400023,462.4099958,471.4399944,454.8800013,540.6100032,425.6800027,499.2499974,512.5800111,368.6099962
US-KS2,28.6086,-80.6715,lpjguess,357.2600017,371.8810705,370.1599932,332.6599989,350.6299985,368.2296401,336.8200011,356.940002,388.5199979,330.9357123,313.4400002,433.3999987,375.3899957,365.6667858,378.3800013,345.3599987,384.2300002,380.6078614,326.1400002,358.3699983,410.5799975,329.5524954,305.219998,442.4500045,366.110003,348.1660713,383.5299971,335.5100051,391.0900009,313.2335731,377.2600013,343.4099971,368.0699994,365.2482104,394.0599991,360.9600008,392.9600057,394.8589268,352.0100013,348.0100028
US-Los,46.0827,-89.9792,lpjguess,508.5799956,516.6300014,465.9599952,431.4800049,434.9099995,298.9100032,565.0799991,561.9799971,372.6499957,497.6200075,373.0600002,494.3900051,480.180005,469.0200005,505.9099934,478.5499965,433.9099982,432.6500012,412.4299971,486.4399933,526.3900006,420.1699963,399.8299979,521.9099993,452.3600045,480.4799987,475.9200051,405.8800021,522.1999939,438.839996,489.360003,564.9600111,370.3499983,437.6199971,469.999997,461.980003,405.2100011,510.4099967,427.8499945,614.6800074
US-Me1,44.5794,-121.5,lpjguess,166.6399995,161.2749988,178.749999,159.4400035,175.6500019,158.6117853,144.7500023,172.9600004,176.9099994,162.3235711,191.7900003,170.7199987,202.2599971,181.2692874,149.2600011,213.0900014,199.7200004,200.3453581,173.6099989,185.9199984,179.459999,205.5507125,182.0199975,175.15,235.0599987,194.304285,179.6000015,226.5900022,193.77,190.3071419,192.7199983,170.6999997,205.7399988,198.1207169,181.3299976,192.9500012,186.9000013,162.9064257,188.3500019,210.8500006
US-Me2,44.4523,-121.5574,lpjguess,324.8500039,277.5725019,306.8199996,251.5600021,299.9699966,271.2546447,299.409998,297.3599982,284.7699977,256.5024965,366.5599939,332.3599984,297.7300016,279.9064293,294.8100011,337.3700022,308.5599989,321.407141,299.6400033,325.1800028,291.9000009,345.7621427,288.8999969,286.539998,388.6900007,318.0207143,392.8799997,300.6600015,293.9099957,294.7339308,312.260001,300.5600045,343.5800024,420.2199983,302.8399933,317.0699998,296.0400025,342.7689263,303.9700019,346.0799962
US-Me6,44.3233,-121.6078,lpjguess,324.8500039,277.5725019,306.8199996,251.5600021,299.9699966,271.2546447,299.409998,297.3599982,284.7699977,256.5024965,366.5599939,332.3599984,297.7300016,279.9064293,294.8100011,337.3700022,308.5599989,321.407141,299.6400033,325.1800028,291.9000009,345.7621427,288.8999969,286.539998,388.6900007,318.0207143,392.8799997,300.6600015,293.9099957,294.7339308,312.260001,300.5600045,343.5800024,420.2199983,302.8399933,317.0699998,296.0400025,342.7689263,303.9700019,346.0799962
US-MMS,39.3232,-86.4131,lpjguess,487.4700048,420.236068,473.530001,430.5100009,486.7600069,435.2096347,485.1900052,442.0300055,413.369998,466.4699995,449.9700044,442.1800069,460.400004,447.2035688,466.5799934,456.2899956,475.8400075,442.1439315,431.6799951,460.6500014,476.5499954,435.7457138,424.3800009,446.3200049,455.3499993,413.5032075,429.7000027,471.1900004,486.1899974,444.7278572,474.450003,438.0999985,435.8299953,473.4289368,481.3200011,465.1400024,502.0899945,448.3696432,440.9599993,489.6799986
US-Myb,38.0498,-121.7651,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-Ne1,41.1651,-96.4766,lpjguess,379.1899975,385.6199938,375.4400045,376.6299978,368.5200039,383.6149993,398.6200031,371.0400067,342.8999956,387.5299988,399.2700007,370.0899943,387.1599978,354.8707134,404.7600026,404.0199941,442.2300076,426.3300028,423.5700036,408.9900043,398.8599985,386.0014247,356.7199981,418.6999995,385.5700095,407.9824892,396.4299934,431.1599942,408.1899951,420.5732105,429.8900002,411.0199962,401.7499951,420.6900041,419.8899957,421.0999989,406.7600052,370.3299948,403.1399956,423.5700016
US-Ne2,41.1649,-96.4701,lpjguess,379.1899975,385.6199938,375.4400045,376.6299978,368.5200039,383.6149993,398.6200031,371.0400067,342.8999956,387.5299988,399.2700007,370.0899943,387.1599978,354.8707134,404.7600026,404.0199941,442.2300076,426.3300028,423.5700036,408.9900043,398.8599985,386.0014247,356.7199981,418.6999995,385.5700095,407.9824892,396.4299934,431.1599942,408.1899951,420.5732105,429.8900002,411.0199962,401.7499951,420.6900041,419.8899957,421.0999989,406.7600052,370.3299948,403.1399956,423.5700016
US-Ne3,41.1797,-96.4397,lpjguess,379.1899975,385.6199938,375.4400045,376.6299978,368.5200039,383.6149993,398.6200031,371.0400067,342.8999956,387.5299988,399.2700007,370.0899943,387.1599978,354.8707134,404.7600026,404.0199941,442.2300076,426.3300028,423.5700036,408.9900043,398.8599985,386.0014247,356.7199981,418.6999995,385.5700095,407.9824892,396.4299934,431.1599942,408.1899951,420.5732105,429.8900002,411.0199962,401.7499951,420.6900041,419.8899957,421.0999989,406.7600052,370.3299948,403.1399956,423.5700016
US-NR1,40.0329,-105.5464,lpjguess,260.4600018,282.4500018,271.649998,298.2399997,257.7000046,305.2499982,328.9800012,291.8699977,301.6699958,302.670005,322.2699971,266.6700032,320.0599994,295.0500065,282.4499977,298.3599959,299.3800017,328.4900032,295.8200007,317.6700037,298.5700049,285.1799973,280.2899997,354.2999937,293.0500023,311.0500002,286.3100011,301.4400014,291.5899994,339.6799996,349.4000018,346.1400014,344.9500002,313.6399974,308.0399934,326.8300011,363.8299994,301.7000048,314.9700032,329.6799986
US-ORv,40.0201,-83.0183,lpjguess,471.4699984,433.7899942,478.7399961,463.1600034,482.9900017,473.208204,480.3000016,478.7899959,441.3200035,477.3899986,481.93,486.7599917,489.0200005,459.5382172,511.6800008,494.3699884,508.0300013,477.526066,475.4200021,491.989997,512.7999958,486.9653558,514.4000086,519.8000028,482.9900004,474.1714277,475.5300131,562.5499959,545.1500009,496.4064327,517.4599955,517.5300062,473.7699977,508.1978554,519.8799944,521.899994,534.09999,498.5271497,491.8299956,514.8799986
US-PFa,45.9459,-90.2723,lpjguess,487.8600007,453.8900022,530.5799986,456.0199991,504.3,485.2700108,521.5900054,456.6199932,490.1700038,471.7299981,501.4500037,468.0299959,539.390001,520.8100061,488.0700061,511.7400008,596.6699962,552.0800093,507.7299901,474.5900031,507.7599972,448.8900049,473.3200008,531.4500023,510.2399962,461.5399945,449.0300066,564.0500052,530.9599986,487.5900102,551.5199997,500.1800011,537.7600079,492.1000093,572.8100009,563.6300047,588.8300047,533.479991,502.5800078,557.1400102
US-Prr,65.1237,-147.4876,lpjguess,432.9000066,466.9299917,439.0400043,483.8500036,505.399998,440.6299942,489.1599946,451.4700008,472.6999835,411.8000053,421.499998,479.7499988,439.9500005,465.4400065,438.6100021,488.7899996,500.4799958,521.5099948,498.3399864,487.2799967,445.170006,458.7999903,489.0599989,524.0799998,497.7799923,430.9099957,508.5600058,452.9199955,488.249995,405.8800037,498.2599991,451.07,468.9699907,535.6300187,530.7300022,480.0899979,545.0199902,433.0199982,512.5099993,550.9299979
US-SRG,31.7894,-110.8277,lpjguess,251.0800024,247.55286,266.4700001,354.5600005,267.1799986,314.9303565,275.0600005,301.8400007,288.7400017,369.4996432,290.6900008,253.6500025,306.4899988,290.7985727,437.2300011,383.4200063,360.9099955,310.4921443,252.9900011,390.8600104,226.5500005,256.6917845,421.2300001,373.5900055,343.2799984,324.5535697,319.3699996,220.6399989,264.2300006,455.088925,237.8099993,258.5499992,404.9500038,246.5725001,286.6899996,321.0699996,282.530001,299.2425002,292.869999,295.8300008
US-SRM,31.8214,-110.8661,lpjguess,251.0800024,247.55286,266.4700001,354.5600005,267.1799986,314.9303565,275.0600005,301.8400007,288.7400017,369.4996432,290.6900008,253.6500025,306.4899988,290.7985727,437.2300011,383.4200063,360.9099955,310.4921443,252.9900011,390.8600104,226.5500005,256.6917845,421.2300001,373.5900055,343.2799984,324.5535697,319.3699996,220.6399989,264.2300006,455.088925,237.8099993,258.5499992,404.9500038,246.5725001,286.6899996,321.0699996,282.530001,299.2425002,292.869999,295.8300008
US-Syv,46.242,-89.3477,lpjguess,457.5600041,532.2199981,438.8499917,413.3199963,439.5099937,224.8600003,562.700012,552.8299996,403.1900029,506.4399974,356.7900054,464.8500017,462.6199978,453.3000034,476.7900022,447.5100031,428.0099983,440.0599991,353.3600001,416.4199951,489.4400052,423.1699999,362.1000005,500.1699872,444.3800027,459.6999948,442.6300014,426.7199985,505.2800038,414.2999939,501.7000051,526.9600049,339.7499973,448.1899998,459.8800005,450.2100023,393.4699963,433.8800079,407.1000002,592.3899975
US-Ton,38.4316,-120.966,lpjguess,250.1100023,257.833575,249.1400009,242.7899965,238.0200001,273.6549999,294.3199971,259.710001,220.1299995,261.6785706,269.189995,238.9500007,262.4300008,287.4500037,278.6299971,279.2800025,255.9900005,278.6367878,236.0700024,241.5399999,279.720002,275.2067843,273.159999,265.54,294.6399998,308.8492847,293.4699993,298.9299953,254.0799999,304.8757156,288.0800023,305.0399975,281.3899993,260.3978601,284.2600001,254.5199982,300.9800024,315.2942862,277.5700001,264.2300019
US-Tw1,38.1074,-121.6469,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-Tw2,38.1047,-121.6433,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-Tw3,38.1159,-121.6467,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-Tw4,38.103,-121.6414,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-Twt,38.1087,-121.653,lpjguess,209.4100006,201.9842861,188.8800021,210.7099991,208.7200008,241.4103563,261.9500025,142.7700018,151.6200013,228.1667852,249.15,195.7799987,205.1800004,238.7660726,235.9100019,218.6500001,208.6600017,216.7696415,197.8599981,203.6500008,246.2000034,223.3142842,208.3200038,217.4300011,236.3099978,247.7489277,228.1999995,232.7800018,206.78,256.9335693,251.1599996,268.7499971,229.2799971,207.2360694,226.2699981,221.3299983,237.2400027,253.191067,253.3799981,214.4799996
US-UMB,45.5598,-84.7138,lpjguess,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
US-UMd,45.5625,-84.6975,lpjguess,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
