Record_number,lon,lat,year,GOME2_SIF,SCIA_SIF
1471,-74.23,43.98,1993,NaN,NaN
1475,-74.23,43.98,1993,NaN,NaN
1475,-74.23,43.98,1994,NaN,NaN
1485,-104.69,53.92,1993,NaN,NaN
1485,-104.69,53.92,1994,NaN,NaN
1487,7.08,48.67,1996,NaN,NaN
1491,24.32,61.8,1993,NaN,NaN
1491,24.32,61.8,1994,NaN,NaN
1492,24.32,61.8,1993,NaN,NaN
1492,24.32,61.8,1994,NaN,NaN
1493,24.32,61.8,1993,NaN,NaN
1493,24.32,61.8,1994,NaN,NaN
1495,-119.28,36.72,1994,NaN,NaN
1497,10.23,54,1991,NaN,NaN
1497,10.23,54,1992,NaN,NaN
1498,10.23,54,1991,NaN,NaN
1498,10.23,54,1992,NaN,NaN
1534,99.72,72.38,1994,NaN,NaN
1534,99.72,72.38,1995,NaN,NaN
1535,99.72,72.38,1994,NaN,NaN
1535,99.72,72.38,1995,NaN,NaN
1536,99.72,72.38,1994,NaN,NaN
1536,99.72,72.38,1995,NaN,NaN
1537,99.72,72.38,1994,NaN,NaN
1537,99.72,72.38,1995,NaN,NaN
1538,104,74.53,1995,NaN,NaN
1538,104,74.53,1996,NaN,NaN
1539,104,74.53,1995,NaN,NaN
1539,104,74.53,1996,NaN,NaN
1540,104,74.53,1995,NaN,NaN
1540,104,74.53,1996,NaN,NaN
1541,-3.47,53.05,1999,NaN,NaN
1541,-3.47,53.05,2000,NaN,NaN
1541,-3.47,53.05,2001,NaN,NaN
1541,-3.47,53.05,2002,NaN,NaN
1542,5.92,52.4,1999,NaN,NaN
1542,5.92,52.4,2000,NaN,NaN
1542,5.92,52.4,2001,NaN,NaN
1542,5.92,52.4,2002,NaN,NaN
1543,10.95,56.38,1999,NaN,NaN
1543,10.95,56.38,2000,NaN,NaN
1543,10.95,56.38,2001,NaN,NaN
1543,10.95,56.38,2002,NaN,NaN
1547,-112.08,33.5,2003,NaN,0.075719
1548,-112.08,33.5,2003,NaN,0.075719
1549,-112.08,33.5,2003,NaN,0.075719
1550,-112.08,33.5,2003,NaN,0.075719
1555,-111.76,35.09,2005,NaN,0.16607
1555,-111.76,35.09,2006,NaN,0.059203
1557,-111.76,35.09,2006,NaN,0.059203
1557,-111.76,35.09,2007,0.72206,0.15615
1559,129.5,62.32,2004,NaN,0.21945
1559,129.5,62.32,2005,NaN,0.24773
1560,129.5,62.32,2004,NaN,0.21945
1560,129.5,62.32,2005,NaN,0.24773
1566,24.3,61.78,2004,NaN,0.40312
1566,24.3,61.78,2005,NaN,0.45332
1567,24.3,61.78,2004,NaN,0.40312
1567,24.3,61.78,2005,NaN,0.45332
1568,24.3,61.78,2004,NaN,0.40312
1568,24.3,61.78,2005,NaN,0.45332
1569,24.3,61.78,2004,NaN,0.40312
1569,24.3,61.78,2005,NaN,0.45332
1570,24.3,61.78,2004,NaN,0.40312
1570,24.3,61.78,2005,NaN,0.45332
1571,24.3,61.78,2004,NaN,0.40312
1571,24.3,61.78,2005,NaN,0.45332
1572,24.3,61.78,2004,NaN,0.40312
1572,24.3,61.78,2005,NaN,0.45332
1573,24.3,61.78,2004,NaN,0.40312
1573,24.3,61.78,2005,NaN,0.45332
1574,24.3,61.78,2004,NaN,0.40312
1574,24.3,61.78,2005,NaN,0.45332
1577,-55.33,-11.41,2002,NaN,NaN
1577,-55.33,-11.41,2003,NaN,1.8446
1581,-84.42,47.05,2004,NaN,0.51348
1581,-84.42,47.05,2005,NaN,0.80368
1582,-84.42,47.05,2004,NaN,0.51348
1582,-84.42,47.05,2005,NaN,0.80368
1583,-84.42,47.05,2004,NaN,0.51348
1583,-84.42,47.05,2005,NaN,0.80368
1584,116.67,42.45,2004,NaN,0.4319
1584,116.67,42.45,2005,NaN,0.27802
1588,116.67,42.45,2004,NaN,0.4319
1588,116.67,42.45,2005,NaN,0.27802
1592,116.67,42.45,2005,NaN,0.27802
1592,116.67,42.45,2006,NaN,0.3325
1596,116.67,42.45,2005,NaN,0.27802
1596,116.67,42.45,2006,NaN,0.3325
1600,-96.58,39.08,1997,NaN,NaN
1600,-96.58,39.08,1998,NaN,NaN
1604,7.08,48.67,1995,NaN,NaN
1604,7.08,48.67,1996,NaN,NaN
1605,7.08,48.67,1996,NaN,NaN
1605,7.08,48.67,1997,NaN,NaN
1607,144.87,13.52,1996,NaN,NaN
1619,-93,45,1997,NaN,NaN
1619,-93,45,1998,NaN,NaN
1620,-93,45,1998,NaN,NaN
1620,-93,45,1999,NaN,NaN
1633,-89.63,45.68,1998,NaN,NaN
1633,-89.63,45.68,1999,NaN,NaN
1635,-20.57,74.47,1997,NaN,NaN
1635,-20.57,74.47,1998,NaN,NaN
1671,-79.85,9.15,1983,NaN,NaN
1671,-79.85,9.15,1984,NaN,NaN
1675,9.65,51.73,1990,NaN,NaN
1675,9.65,51.73,1991,NaN,NaN
1677,-107.75,50.6,1970,NaN,NaN
1677,-107.75,50.6,1971,NaN,NaN
1687,30.97,62.78,1991,NaN,NaN
1687,30.97,62.78,1992,NaN,NaN
1693,-84.29,35.96,1998,NaN,NaN
1693,-84.29,35.96,1999,NaN,NaN
1697,-89.37,43.28,1994,NaN,NaN
1697,-89.37,43.28,1995,NaN,NaN
1702,-89.37,43.28,1996,NaN,NaN
1702,-89.37,43.28,1997,NaN,NaN
1707,-89.37,43.28,1997,NaN,NaN
1707,-89.37,43.28,1998,NaN,NaN
1712,-89.37,43.28,1998,NaN,NaN
1712,-89.37,43.28,1999,NaN,NaN
1717,11.43,46.02,1999,NaN,NaN
1717,11.43,46.02,2000,NaN,NaN
1717,11.43,46.02,2001,NaN,NaN
1718,11.28,45.96,1999,NaN,NaN
1718,11.28,45.96,2000,NaN,NaN
1718,11.28,45.96,2001,NaN,NaN
1719,11.05,46.02,2002,NaN,NaN
1722,-89.63,45.68,2004,NaN,0.93028
1722,-89.63,45.68,2005,NaN,0.97142
1723,-89.63,45.68,2004,NaN,0.93028
1723,-89.63,45.68,2005,NaN,0.97142
1724,-89.63,45.68,2004,NaN,0.93028
1724,-89.63,45.68,2005,NaN,0.97142
1734,-89.63,45.68,2005,NaN,0.97142
1734,-89.63,45.68,2006,NaN,1.1247
1735,-89.63,45.68,2005,NaN,0.97142
1735,-89.63,45.68,2006,NaN,1.1247
1736,-89.63,45.68,2005,NaN,0.97142
1736,-89.63,45.68,2006,NaN,1.1247
1746,-89.63,45.68,2006,NaN,1.1247
1746,-89.63,45.68,2007,1.2055,0.99994
1747,-89.63,45.68,2006,NaN,1.1247
1747,-89.63,45.68,2007,1.2055,0.99994
1748,-89.63,45.68,2006,NaN,1.1247
1748,-89.63,45.68,2007,1.2055,0.99994
1758,19.63,67.18,2002,NaN,NaN
1758,19.63,67.18,2003,NaN,0.22778
1787,-98.48,55.88,1998,NaN,NaN
1787,-98.48,55.88,1999,NaN,NaN
1791,-121.95,45.82,1998,NaN,NaN
1791,-121.95,45.82,1999,NaN,NaN
1792,-121.95,45.82,1998,NaN,NaN
1792,-121.95,45.82,1999,NaN,NaN
1793,-121.95,45.82,1998,NaN,NaN
1793,-121.95,45.82,1999,NaN,NaN
1794,-75.6,40.4,1998,NaN,NaN
1794,-75.6,40.4,1999,NaN,NaN
1795,-148.97,63.33,1996,NaN,NaN
1795,-148.97,63.33,1997,NaN,NaN
1796,-148.97,63.33,1996,NaN,NaN
1796,-148.97,63.33,1997,NaN,NaN
1797,-148.97,63.33,1996,NaN,NaN
1797,-148.97,63.33,1997,NaN,NaN
1798,-148.97,63.33,1996,NaN,NaN
1798,-148.97,63.33,1997,NaN,NaN
1799,-148.97,63.33,1996,NaN,NaN
1799,-148.97,63.33,1997,NaN,NaN
1800,-148.97,63.33,1996,NaN,NaN
1800,-148.97,63.33,1997,NaN,NaN
1804,7.57,47.55,1997,NaN,NaN
1806,-91.25,46.67,1998,NaN,NaN
1806,-91.25,46.67,1999,NaN,NaN
1807,-91.25,46.67,1998,NaN,NaN
1807,-91.25,46.67,1999,NaN,NaN
1808,-91.25,46.67,1998,NaN,NaN
1808,-91.25,46.67,1999,NaN,NaN
1809,-91.25,46.67,1998,NaN,NaN
1809,-91.25,46.67,1999,NaN,NaN
1810,-91.25,46.67,1998,NaN,NaN
1810,-91.25,46.67,1999,NaN,NaN
1811,-91.25,46.67,1998,NaN,NaN
1811,-91.25,46.67,1999,NaN,NaN
1812,-91.25,46.67,1999,NaN,NaN
1812,-91.25,46.67,2000,NaN,NaN
1813,-91.25,46.67,1999,NaN,NaN
1813,-91.25,46.67,2000,NaN,NaN
1814,-91.25,46.67,1999,NaN,NaN
1814,-91.25,46.67,2000,NaN,NaN
1815,-91.25,46.67,1999,NaN,NaN
1815,-91.25,46.67,2000,NaN,NaN
1816,-91.25,46.67,1999,NaN,NaN
1816,-91.25,46.67,2000,NaN,NaN
1817,-91.25,46.67,1999,NaN,NaN
1817,-91.25,46.67,2000,NaN,NaN
1819,-124.7,48.3,1998,NaN,NaN
1819,-124.7,48.3,1999,NaN,NaN
1819,-124.7,48.3,2000,NaN,NaN
1820,-124.7,48.3,1998,NaN,NaN
1820,-124.7,48.3,1999,NaN,NaN
1820,-124.7,48.3,2000,NaN,NaN
1821,-124.7,48.3,1998,NaN,NaN
1821,-124.7,48.3,1999,NaN,NaN
1821,-124.7,48.3,2000,NaN,NaN
1822,-124.7,48.3,1998,NaN,NaN
1822,-124.7,48.3,1999,NaN,NaN
1822,-124.7,48.3,2000,NaN,NaN
1823,-124.7,48.3,1998,NaN,NaN
1823,-124.7,48.3,1999,NaN,NaN
1823,-124.7,48.3,2000,NaN,NaN
1824,-124.7,48.3,1998,NaN,NaN
1824,-124.7,48.3,1999,NaN,NaN
1824,-124.7,48.3,2000,NaN,NaN
1825,-124.7,48.3,1998,NaN,NaN
1825,-124.7,48.3,1999,NaN,NaN
1825,-124.7,48.3,2000,NaN,NaN
1826,-124.7,48.3,1998,NaN,NaN
1826,-124.7,48.3,1999,NaN,NaN
1826,-124.7,48.3,2000,NaN,NaN
1827,-124.7,48.3,1998,NaN,NaN
1827,-124.7,48.3,1999,NaN,NaN
1827,-124.7,48.3,2000,NaN,NaN
1828,-124.7,48.3,1998,NaN,NaN
1828,-124.7,48.3,1999,NaN,NaN
1828,-124.7,48.3,2000,NaN,NaN
1829,-124.7,48.3,1998,NaN,NaN
1829,-124.7,48.3,1999,NaN,NaN
1829,-124.7,48.3,2000,NaN,NaN
1830,-0.35,38.52,2000,NaN,NaN
1830,-0.35,38.52,2001,NaN,NaN
1831,-0.35,38.52,2000,NaN,NaN
1831,-0.35,38.52,2001,NaN,NaN
1832,-0.35,38.52,2000,NaN,NaN
1832,-0.35,38.52,2001,NaN,NaN
1833,-0.35,38.52,2000,NaN,NaN
1833,-0.35,38.52,2001,NaN,NaN
1834,-0.35,38.52,2000,NaN,NaN
1834,-0.35,38.52,2001,NaN,NaN
1835,-0.35,38.52,2000,NaN,NaN
1835,-0.35,38.52,2001,NaN,NaN
1836,112.17,23.17,2005,NaN,1.385
1854,-82.25,9.35,2003,NaN,1.4794
1854,-82.25,9.35,2004,NaN,1.5779
1855,-82.25,9.35,2003,NaN,1.4794
1855,-82.25,9.35,2004,NaN,1.5779
1856,145.45,-16.5,2005,NaN,0.59752
1856,145.45,-16.5,2006,NaN,0.86901
1857,-88.1,16.5,2003,NaN,1.5937
1857,-88.1,16.5,2004,NaN,1.9816
1858,-88.1,16.5,2003,NaN,1.5937
1858,-88.1,16.5,2004,NaN,1.9816
1859,146.17,-18.33,2005,NaN,0.73017
1859,146.17,-18.33,2006,NaN,0.8648
1860,146.17,-18.33,2005,NaN,0.73017
1860,146.17,-18.33,2006,NaN,0.8648
1861,147.02,-19.27,2005,NaN,0.66338
1861,147.02,-19.27,2006,NaN,0.74879
1862,114.58,-21.73,2005,NaN,0.1493
1862,114.58,-21.73,2006,NaN,0.23502
1863,114.58,-21.73,2005,NaN,0.1493
1863,114.58,-21.73,2006,NaN,0.23502
1864,113.95,-21.97,2003,NaN,-0.52657
1864,113.95,-21.97,2004,NaN,-0.023196
1865,153.33,-27.87,2004,NaN,0.69026
1865,153.33,-27.87,2005,NaN,0.48771
1866,175.5,-36.75,2003,NaN,0.55821
1866,175.5,-36.75,2004,NaN,0.25167
1867,175.5,-36.75,2004,NaN,0.25167
1867,175.5,-36.75,2005,NaN,0.59188
1868,175.5,-36.75,2004,NaN,0.25167
1868,175.5,-36.75,2005,NaN,0.59188
1869,174.5,-36.92,2003,NaN,0.4621
1869,174.5,-36.92,2004,NaN,0.4647
1870,174.5,-36.92,2004,NaN,0.4647
1870,174.5,-36.92,2005,NaN,NaN
1871,174.5,-36.92,2004,NaN,0.4647
1871,174.5,-36.92,2005,NaN,NaN
1872,-155.94,19.77,2003,NaN,0.18414
1873,-155.94,19.77,2003,NaN,0.18414
1874,-155.94,19.77,2004,NaN,0.26775
1875,-155.94,19.77,2004,NaN,0.26775
1877,10.45,51.08,1999,NaN,NaN
1877,10.45,51.08,2000,NaN,NaN
1878,10.45,51.08,2000,NaN,NaN
1878,10.45,51.08,2001,NaN,NaN
1879,10.45,51.08,2001,NaN,NaN
1879,10.45,51.08,2002,NaN,NaN
1883,-124.83,49.5,2005,NaN,0.69366
1883,-124.83,49.5,2006,NaN,0.7576
1884,-121.56,44.45,2000,NaN,NaN
1884,-121.56,44.45,2001,NaN,NaN
1885,-121.56,44.45,2001,NaN,NaN
1885,-121.56,44.45,2002,NaN,NaN
1886,-121.56,44.45,2002,NaN,NaN
1886,-121.56,44.45,2003,NaN,0.55913
1887,-121.56,44.45,2003,NaN,0.55913
1887,-121.56,44.45,2004,NaN,0.67194
1888,-121.56,44.45,2004,NaN,0.67194
1888,-121.56,44.45,2005,NaN,0.69376
1889,-121.56,44.45,2005,NaN,0.69376
1889,-121.56,44.45,2006,NaN,0.63633
1902,-105.1,54,2003,NaN,0.39729
1902,-105.1,54,2004,NaN,0.38351
1931,-54.95,-2.9,2000,NaN,NaN
1931,-54.95,-2.9,2001,NaN,NaN
1931,-54.95,-2.9,2002,NaN,NaN
1931,-54.95,-2.9,2003,NaN,1.6629
1931,-54.95,-2.9,2004,NaN,1.761
1931,-54.95,-2.9,2005,NaN,1.6068
1933,-121.28,39.25,2002,NaN,NaN
1933,-121.28,39.25,2003,NaN,0.95412
1935,-121.28,39.25,2003,NaN,0.95412
1935,-121.28,39.25,2004,NaN,0.89307
1937,-121.28,39.25,2004,NaN,0.89307
1937,-121.28,39.25,2005,NaN,0.84105
1939,-121.28,39.25,2005,NaN,0.84105
1939,-121.28,39.25,2006,NaN,0.80549
1941,-118.43,37.41,2004,NaN,0.25936
1941,-118.43,37.41,2005,NaN,0.2985
1941,-118.43,37.41,2006,NaN,0.2919
1942,-118.36,37.32,2004,NaN,0.25936
1942,-118.36,37.32,2005,NaN,0.2985
1942,-118.36,37.32,2006,NaN,0.2919
1955,-104.75,40.67,1998,NaN,NaN
1955,-104.75,40.67,1999,NaN,NaN
1955,-104.75,40.67,2000,NaN,NaN
1958,19.77,64.23,1999,NaN,NaN
1958,19.77,64.23,2000,NaN,NaN
1958,19.77,64.23,2001,NaN,NaN
1959,4.52,51.3,2000,NaN,NaN
1959,4.52,51.3,2001,NaN,NaN
1960,-115.92,36.82,1999,NaN,NaN
1960,-115.92,36.82,2000,NaN,NaN
1962,-115.92,36.82,1999,NaN,NaN
1962,-115.92,36.82,2000,NaN,NaN
1964,-115.92,36.82,1999,NaN,NaN
1964,-115.92,36.82,2000,NaN,NaN
1966,-115.92,36.82,1999,NaN,NaN
1966,-115.92,36.82,2000,NaN,NaN
1968,-60,-3,1999,NaN,NaN
1968,-60,-3,2000,NaN,NaN
1968,-60,-3,2001,NaN,NaN
1969,-60,-3,1999,NaN,NaN
1969,-60,-3,2000,NaN,NaN
1969,-60,-3,2001,NaN,NaN
1970,-60,-3,1999,NaN,NaN
1970,-60,-3,2000,NaN,NaN
1970,-60,-3,2001,NaN,NaN
1971,10.95,56.38,1999,NaN,NaN
1971,10.95,56.38,2000,NaN,NaN
1972,-3.47,53.05,1999,NaN,NaN
1972,-3.47,53.05,2000,NaN,NaN
1973,5.92,52.4,1999,NaN,NaN
1973,5.92,52.4,2000,NaN,NaN
1974,1.82,41.32,1999,NaN,NaN
1974,1.82,41.32,2000,NaN,NaN
1975,7.08,48.67,1995,NaN,NaN
1975,7.08,48.67,1996,NaN,NaN
1976,7.08,48.67,1996,NaN,NaN
1976,7.08,48.67,1997,NaN,NaN
1977,7.08,48.67,1997,NaN,NaN
1977,7.08,48.67,1998,NaN,NaN
1979,7.08,48.67,1999,NaN,NaN
1979,7.08,48.67,2000,NaN,NaN
1980,7.08,48.67,2000,NaN,NaN
1980,7.08,48.67,2001,NaN,NaN
1981,-76.47,42.27,1998,NaN,NaN
1981,-76.47,42.27,1999,NaN,NaN
1981,-76.47,42.27,2000,NaN,NaN
1982,-73.75,41.83,1998,NaN,NaN
1982,-73.75,41.83,1999,NaN,NaN
1982,-73.75,41.83,2000,NaN,NaN
1983,-76.47,42.27,1998,NaN,NaN
1983,-76.47,42.27,1999,NaN,NaN
1983,-76.47,42.27,2000,NaN,NaN
1984,-73.75,41.83,1998,NaN,NaN
1984,-73.75,41.83,1999,NaN,NaN
1984,-73.75,41.83,2000,NaN,NaN
1985,-155.12,19.84,1995,NaN,NaN
1985,-155.12,19.84,1996,NaN,NaN
1985,-155.12,19.84,1997,NaN,NaN
1987,-66.38,46.03,1997,NaN,NaN
1987,-66.38,46.03,1998,NaN,NaN
1988,-66.38,46.03,1998,NaN,NaN
1988,-66.38,46.03,1999,NaN,NaN
1989,-66.38,46.03,1999,NaN,NaN
1989,-66.38,46.03,2000,NaN,NaN
1990,-119.03,36.97,1999,NaN,NaN
1990,-119.03,36.97,2000,NaN,NaN
1991,-119.03,36.97,1999,NaN,NaN
1991,-119.03,36.97,2000,NaN,NaN
1992,-119.03,36.97,1999,NaN,NaN
1992,-119.03,36.97,2000,NaN,NaN
1996,83.28,56.87,1999,NaN,NaN
1996,83.28,56.87,2000,NaN,NaN
1998,24.32,61.8,1996,NaN,NaN
1998,24.32,61.8,1997,NaN,NaN
1999,24.32,61.8,1997,NaN,NaN
1999,24.32,61.8,1998,NaN,NaN
2000,24.32,61.8,1998,NaN,NaN
2000,24.32,61.8,1999,NaN,NaN
2001,24.32,61.8,1999,NaN,NaN
2001,24.32,61.8,2000,NaN,NaN
2009,-47.95,-1.32,2000,NaN,NaN
2009,-47.95,-1.32,2001,NaN,NaN
2011,-47.95,-1.32,2001,NaN,NaN
2011,-47.95,-1.32,2002,NaN,NaN
2015,11,47,2001,NaN,NaN
2015,11,47,2002,NaN,NaN
2016,138.35,36.52,1999,NaN,NaN
2016,138.35,36.52,2000,NaN,NaN
2017,138.35,36.52,2000,NaN,NaN
2017,138.35,36.52,2001,NaN,NaN
2018,4.52,51.3,2000,NaN,NaN
2018,4.52,51.3,2001,NaN,NaN
2019,4.52,51.3,2000,NaN,NaN
2019,4.52,51.3,2001,NaN,NaN
2020,4.52,51.3,2000,NaN,NaN
2020,4.52,51.3,2001,NaN,NaN
2021,4.52,51.3,2000,NaN,NaN
2021,4.52,51.3,2001,NaN,NaN
2022,4.52,51.3,2000,NaN,NaN
2022,4.52,51.3,2001,NaN,NaN
2023,4.52,51.3,2000,NaN,NaN
2023,4.52,51.3,2001,NaN,NaN
2038,-119.03,36.97,2002,NaN,NaN
2038,-119.03,36.97,2003,NaN,0.72753
2040,-91.08,37.1,2002,NaN,NaN
2040,-91.08,37.1,2003,NaN,1.3836
2042,-84.71,45.59,1998,NaN,NaN
2042,-84.71,45.59,1999,NaN,NaN
2043,-84.71,45.59,1999,NaN,NaN
2043,-84.71,45.59,2000,NaN,NaN
2044,-84.71,45.59,2000,NaN,NaN
2044,-84.71,45.59,2001,NaN,NaN
2045,-84.71,45.59,2001,NaN,NaN
2045,-84.71,45.59,2002,NaN,NaN
2046,-84.71,45.59,2002,NaN,NaN
2046,-84.71,45.59,2003,NaN,0.83923
2048,12,55,2000,NaN,NaN
2049,12,55,2000,NaN,NaN
2050,-71.75,43.93,1997,NaN,NaN
2050,-71.75,43.93,1998,NaN,NaN
2050,-71.75,43.93,1999,NaN,NaN
2050,-71.75,43.93,2000,NaN,NaN
2050,-71.75,43.93,2001,NaN,NaN
2050,-71.75,43.93,2002,NaN,NaN
2056,-120.05,34.7,1997,NaN,NaN
2057,-120.05,34.7,1998,NaN,NaN
2058,-120.05,34.7,1999,NaN,NaN
2059,-120.05,34.7,2000,NaN,NaN
2060,-96.58,39.08,1997,NaN,NaN
2060,-96.58,39.08,1998,NaN,NaN
2060,-96.58,39.08,1999,NaN,NaN
2060,-96.58,39.08,2000,NaN,NaN
2064,4.31,51.31,2000,NaN,NaN
2064,4.31,51.31,2001,NaN,NaN
2065,0.77,44.72,1999,NaN,NaN
2065,0.77,44.72,2000,NaN,NaN
2065,0.77,44.72,2001,NaN,NaN
2065,0.77,44.72,2002,NaN,NaN
2066,0.77,44.72,1999,NaN,NaN
2066,0.77,44.72,2000,NaN,NaN
2066,0.77,44.72,2001,NaN,NaN
2066,0.77,44.72,2002,NaN,NaN
2067,-123.9,45.1,2000,NaN,NaN
2067,-123.9,45.1,2001,NaN,NaN
2067,-123.9,45.1,2002,NaN,NaN
2068,-79.1,35.97,1997,NaN,NaN
2068,-79.1,35.97,1998,NaN,NaN
2068,-79.1,35.97,1999,NaN,NaN
2068,-79.1,35.97,2000,NaN,NaN
2068,-79.1,35.97,2001,NaN,NaN
2069,-122.19,44.25,2000,NaN,NaN
2069,-122.19,44.25,2001,NaN,NaN
2069,-122.19,44.25,2002,NaN,NaN
2070,-68.7,45.2,1996,NaN,NaN
2070,-68.7,45.2,1997,NaN,NaN
2070,-68.7,45.2,1998,NaN,NaN
2070,-68.7,45.2,1999,NaN,NaN
2070,-68.7,45.2,2000,NaN,NaN
2070,-68.7,45.2,2001,NaN,NaN
2071,0.77,44.72,1999,NaN,NaN
2071,0.77,44.72,2000,NaN,NaN
2071,0.77,44.72,2001,NaN,NaN
2071,0.77,44.72,2002,NaN,NaN
2072,-121.62,44.5,1995,NaN,NaN
2072,-121.62,44.5,1996,NaN,NaN
2072,-121.62,44.5,1997,NaN,NaN
2072,-121.62,44.5,1998,NaN,NaN
2072,-121.62,44.5,1999,NaN,NaN
2072,-121.62,44.5,2000,NaN,NaN
2073,-121.57,44.5,1998,NaN,NaN
2073,-121.57,44.5,1999,NaN,NaN
2073,-121.57,44.5,2000,NaN,NaN
2073,-121.57,44.5,2001,NaN,NaN
2074,-121.63,44.43,2000,NaN,NaN
2074,-121.63,44.43,2001,NaN,NaN
2074,-121.63,44.43,2002,NaN,NaN
2075,-105.6,40,1998,NaN,NaN
2075,-105.6,40,1999,NaN,NaN
2075,-105.6,40,2000,NaN,NaN
2075,-105.6,40,2001,NaN,NaN
2076,13.75,50.96,1999,NaN,NaN
2076,13.75,50.96,2000,NaN,NaN
2076,13.75,50.96,2001,NaN,NaN
2076,13.75,50.96,2002,NaN,NaN
2077,0.77,44.72,1999,NaN,NaN
2077,0.77,44.72,2000,NaN,NaN
2077,0.77,44.72,2001,NaN,NaN
2077,0.77,44.72,2002,NaN,NaN
2078,6,50.3,1996,NaN,NaN
2078,6,50.3,1997,NaN,NaN
2078,6,50.3,1998,NaN,NaN
2079,11.52,50.09,1998,NaN,NaN
2079,11.52,50.09,1999,NaN,NaN
2080,-72.17,42.54,1994,NaN,NaN
2080,-72.17,42.54,1995,NaN,NaN
2080,-72.17,42.54,1996,NaN,NaN
2080,-72.17,42.54,1997,NaN,NaN
2080,-72.17,42.54,1998,NaN,NaN
2080,-72.17,42.54,1999,NaN,NaN
2080,-72.17,42.54,2000,NaN,NaN
2080,-72.17,42.54,2001,NaN,NaN
2081,-84.71,45.56,1997,NaN,NaN
2081,-84.71,45.56,1998,NaN,NaN
2081,-84.71,45.56,1999,NaN,NaN
2081,-84.71,45.56,2000,NaN,NaN
2082,-90.12,45.8,1997,NaN,NaN
2082,-90.12,45.8,1998,NaN,NaN
2082,-90.12,45.8,1999,NaN,NaN
2083,4.52,51.31,2000,NaN,NaN
2083,4.52,51.31,2001,NaN,NaN
2084,7.08,48.67,1995,NaN,NaN
2084,7.08,48.67,1996,NaN,NaN
2084,7.08,48.67,1997,NaN,NaN
2084,7.08,48.67,1998,NaN,NaN
2084,7.08,48.67,1999,NaN,NaN
2084,7.08,48.67,2000,NaN,NaN
2085,6,50.3,1996,NaN,NaN
2085,6,50.3,1997,NaN,NaN
2085,6,50.3,1998,NaN,NaN
2086,-112.47,40.3,2000,NaN,NaN
2086,-112.47,40.3,2001,NaN,NaN
2086,-112.47,40.3,2002,NaN,NaN
2087,-112.47,40.28,2000,NaN,NaN
2087,-112.47,40.28,2001,NaN,NaN
2087,-112.47,40.28,2002,NaN,NaN
2088,-121.38,44.27,1998,NaN,NaN
2088,-121.38,44.27,1999,NaN,NaN
2088,-121.38,44.27,2000,NaN,NaN
2089,-116.62,33.38,2000,NaN,NaN
2089,-116.62,33.38,2001,NaN,NaN
2090,-116.62,33.38,1998,NaN,NaN
2090,-116.62,33.38,1999,NaN,NaN
2090,-116.62,33.38,2000,NaN,NaN
2090,-116.62,33.38,2001,NaN,NaN
2091,-120.97,38.43,2000,NaN,NaN
2091,-120.97,38.43,2001,NaN,NaN
2091,-120.97,38.43,2002,NaN,NaN
2092,-112.47,40.28,2000,NaN,NaN
2092,-112.47,40.28,2001,NaN,NaN
2092,-112.47,40.28,2002,NaN,NaN
2093,-112.47,40.28,2000,NaN,NaN
2093,-112.47,40.28,2001,NaN,NaN
2093,-112.47,40.28,2002,NaN,NaN
2094,-120.95,38.4,2000,NaN,NaN
2094,-120.95,38.4,2001,NaN,NaN
2095,-120.95,38.4,1999,NaN,NaN
2095,-120.95,38.4,2000,NaN,NaN
2095,-120.95,38.4,2001,NaN,NaN
2097,-52.91,5.28,2004,NaN,NaN
2097,-52.91,5.28,2005,NaN,NaN
2108,1.45,42.2,2002,NaN,NaN
2108,1.45,42.2,2003,NaN,0.92912
2108,1.45,42.2,2004,NaN,0.68921
2110,11.68,46.12,2001,NaN,NaN
2110,11.68,46.12,2002,NaN,NaN
2110,11.68,46.12,2003,NaN,0.71758
2115,11.53,47.28,2001,NaN,NaN
2115,11.53,47.28,2002,NaN,NaN
2115,11.53,47.28,2003,NaN,0.68915
2115,11.53,47.28,2004,NaN,1.0405
2116,12.58,47.62,2002,NaN,NaN
2116,12.58,47.62,2003,NaN,1.0823
2117,12.58,47.62,2002,NaN,NaN
2117,12.58,47.62,2003,NaN,1.0823
2119,12.58,47.62,2002,NaN,NaN
2119,12.58,47.62,2003,NaN,1.0823
2120,12.58,47.62,2002,NaN,NaN
2120,12.58,47.62,2003,NaN,1.0823
2121,12.58,47.62,2002,NaN,NaN
2121,12.58,47.62,2003,NaN,1.0823
2124,-3.4,55.79,2002,NaN,NaN
2124,-3.4,55.79,2003,NaN,0.90593
2124,-3.4,55.79,2004,NaN,0.74175
2126,29.6,67.72,2001,NaN,NaN
2126,29.6,67.72,2002,NaN,NaN
2126,29.6,67.72,2003,NaN,0.19124
2127,-144.73,63.92,2004,NaN,0.1958
2127,-144.73,63.92,2005,NaN,0.13682
2129,-144.73,63.92,2005,NaN,0.13682
2129,-144.73,63.92,2006,NaN,0.063532
2131,-105.67,40.3,1994,NaN,NaN
2131,-105.67,40.3,1995,NaN,NaN
2132,-105.67,40.3,1994,NaN,NaN
2132,-105.67,40.3,1995,NaN,NaN
2133,-105.67,40.3,1994,NaN,NaN
2133,-105.67,40.3,1995,NaN,NaN
2134,137.43,36.13,1999,NaN,NaN
2134,137.43,36.13,2000,NaN,NaN
2134,137.43,36.13,2001,NaN,NaN
