FLUXNET_SITE_ID,Record_number,IGBP,Year,NEE_VUT_REF_NIGHT,TA_F,P_F,NEE_VUT_REF_QC,GPP_DT_VUT_REF,gpp_fluxnet,RECO_DT_VUT_REF,RECO_NT_VUT_REF,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,mat_fluxnet,map_fluxnet,GOME2_SIF,SCIA_SIF,Study_midyear,Site_name,YearsOfData,Longitude,Latitude,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,mat_srdb,map_srdb,Study_temp,Study_precip,Partition_method,Rs_annual,Rh_annual,Ra_annual,gpp_srdb,ER,FLUXNET_DIST,FLUXNET_ECOSYSTEM_MATCH,tmp_hadcrut4,mat_hadcrut4,tmp_trend,tmp_trend_p,pre_hadcrut4,map_hadcrut4,pre_trend,pre_trend_p,pet,pet_norm,pet_trend,pet_trend_p,gpp_beer,gpp_modis,SOC,gpp_isimip,sm,sm_norm,sm_sd,sm_sd_norm
CN-Cng,278,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.88444,2004.5,Maoershan ERS-DecidMix,1.5,127.53,45.37,Temperate,Forest,Natural,Deciduous,Mature,2.8,700,NA,NA,Exclusion,786,301,485,NA,NA,327.87307040730065,FALSE,0.538888888888889,2.595555555555556,0.039116541353383535,0.12416373709647015,448.8666666666667,556.9733333333334,-8.930225563909746,0.48975616732293437,624.5555555555557,756.7666666666667,2.652882205513784,30.157839162257392,782.5194252588653,737,26.231,980.3856346219922,0.21594999454464414,0.22603666095650018,0.040649998973094625,0.04537333218710652
CN-Cng,279,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.88444,2004.5,Maoershan ERS-Hardwood,1.5,127.53,45.37,Temperate,Forest,Natural,Deciduous,Mature,2.8,700,NA,NA,Exclusion,781,245,536,NA,NA,327.87307040730065,FALSE,0.538888888888889,2.595555555555556,0.039116541353383535,0.12416373709647015,448.8666666666667,556.9733333333334,-8.930225563909746,0.48975616732293437,624.5555555555557,756.7666666666667,2.652882205513784,30.157839162257392,782.5194252588653,737,26.231,980.3856346219922,0.21594999454464414,0.22603666095650018,0.040649998973094625,0.04537333218710652
CN-Cng,280,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.88444,2004.5,Maoershan ERS-Pine,1.5,127.53,45.37,Temperate,Forest,Natural,Evergreen,Mature,2.8,700,NA,NA,Exclusion,514,89,425,NA,NA,327.87307040730065,FALSE,0.538888888888889,2.595555555555556,0.039116541353383535,0.12416373709647015,448.8666666666667,556.9733333333334,-8.930225563909746,0.48975616732293437,624.5555555555557,756.7666666666667,2.652882205513784,30.157839162257392,782.5194252588653,737,26.231,980.3856346219922,0.21594999454464414,0.22603666095650018,0.040649998973094625,0.04537333218710652
CN-Cng,281,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.88444,2004.5,Maoershan ERS-Larch,1.5,127.53,45.37,Temperate,Forest,Natural,Deciduous,Mature,2.8,700,NA,NA,Exclusion,403,196,207,NA,NA,327.87307040730065,FALSE,0.538888888888889,2.595555555555556,0.039116541353383535,0.12416373709647015,448.8666666666667,556.9733333333334,-8.930225563909746,0.48975616732293437,624.5555555555557,756.7666666666667,2.652882205513784,30.157839162257392,782.5194252588653,737,26.231,980.3856346219922,0.21594999454464414,0.22603666095650018,0.040649998973094625,0.04537333218710652
DK-ZaH,286,GRA,2000.5,93.3252575854464,-9.8875,77.231,0.241052,209.26999999999998,40.853049999999996,149.31799999999998,147.011,74.4732,-20.5503,38,-9,211,NaN,NaN,2001,Zackenberg,1,-20.57,74.47,Arctic,Shrubland,Natural,Deciduous,Mature,-10,150,NA,NA,NA,25,NA,NA,NA,NA,0.6861421612292982,FALSE,-9.516666666666667,-10.871944444444445,0.05726190476190617,0.019211369260095697,269.9,250.01333333333338,-3.55022556390984,0.8590011810818546,288.95833333333337,248.4027777777778,1.60545112781961,2.0351114334373017,0,22.8,73.383,0.35330397263489943,NaN,NaN,NaN,NaN
US-ARc,287,NA,1999.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2e3,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,787,NA,NA,NA,NA,78.7424038915664,FALSE,16.233333333333334,16.554722222222225,0.04840852130325943,0.06437846399954594,1032.3000000000002,781.7133333333334,-5.978496240601442,3.602052054243175,1426.5416666666667,1510.6944444444446,5.792888471178228,18.64166279920691,993.7124725158953,669.2,13.024,1420.0947359534189,0.18599999530124478,0.18411851386729353,0.05839999852469191,0.05491110972393977
US-ARc,291,NA,2000.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,700,NA,NA,NA,NA,78.7424038915664,FALSE,16.916666666666668,16.554722222222225,0.04840852130325943,0.06437846399954594,777.5999999999999,781.7133333333334,-5.978496240601442,3.602052054243175,1475.2083333333335,1510.6944444444446,5.792888471178228,18.64166279920691,1004.9666377796029,762.1000000000001,13.024,1423.9616682808874,0.1969999950233614,0.18411851386729353,0.0600999984817463,0.05491110972393977
US-ARc,295,NA,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2002,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,800,530,270,NA,NA,78.7424038915664,FALSE,16.183333333333334,16.554722222222225,0.04840852130325943,0.06437846399954594,804.4,781.7133333333334,-5.978496240601442,3.602052054243175,1393.0833333333335,1510.6944444444446,5.792888471178228,18.64166279920691,1096.2166488308612,880.3,13.024,1566.5305273050458,0.20769999475305667,0.18411851386729353,0.04869999876973452,0.05491110972393977
US-ARc,299,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,1.1429,2003,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,825,595,230,NA,NA,78.7424038915664,FALSE,17.291666666666668,16.554722222222225,0.04840852130325943,0.06437846399954594,652.2,781.7133333333334,-5.978496240601442,3.602052054243175,1542.1250000000002,1510.6944444444446,5.792888471178228,18.64166279920691,1097.1291173955678,798.7,13.024,1450.130213622857,0.17329999562207377,0.18411851386729353,0.06399999838322401,0.05491110972393977
US-ARc,303,NA,2003.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,1.16435,2004,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,850,500,350,NA,NA,78.7424038915664,FALSE,17.158333333333335,16.554722222222225,0.04840852130325943,0.06437846399954594,871.8000000000001,781.7133333333334,-5.978496240601442,3.602052054243175,1469.1250000000002,1510.6944444444446,5.792888471178228,18.64166279920691,1139.4083027322922,830.7,13.024,1426.114453815893,0.19029999519261764,0.18411851386729353,0.05239999867626466,0.05491110972393977
US-ARc,307,GRA,2005,531.92300302908,15.071,796.737,0.807763,1369.07,1349.23,1218.71,1232.51,35.5465,-98.04,424,NA,NA,NaN,1.14245,2005,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,875,570,305,NA,NA,78.7424038915664,TRUE,18.308333333333334,16.554722222222225,0.04840852130325943,0.06437846399954594,703.1,781.7133333333334,-5.978496240601442,3.602052054243175,1660.75,1510.6944444444446,5.792888471178228,18.64166279920691,1068.5374973800067,761,13.024,1406.1511060886821,0.16559999581659213,0.18411851386729353,0.04999999873689376,0.05491110972393977
US-ARc,307,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,1.14245,2005,Kessler's Farm Field Laboratory,1,-97.52,34.98,Temperate,Grassland,Natural,Deciduous,Mature,16.3,914,NA,NA,Exclusion,875,570,305,NA,NA,78.7424038915664,FALSE,18.308333333333334,16.554722222222225,0.04840852130325943,0.06437846399954594,703.1,781.7133333333334,-5.978496240601442,3.602052054243175,1660.75,1510.6944444444446,5.792888471178228,18.64166279920691,1068.5374973800067,761,13.024,1406.1511060886821,0.16559999581659213,0.18411851386729353,0.04999999873689376,0.05491110972393977
US-Prr,329,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.26495,2003,Bonanza Creek LTER-PP,1,-148.32,64.7,Boreal,Forest,Natural,Evergreen,Mature,-3.5,375,NA,NA,NA,431,NA,NA,NA,NA,61.33438729436076,FALSE,-2.466666666666667,-3.0508333333333337,0.006102756892231427,0.884687577440664,272.70000000000005,311.30333333333334,0.9300751879698963,7.604243544487805,501.875,497.2111111111111,0.08004385964912582,348.5630605302201,577.0041673973103,592.2,71.995,744.2231410548048,0.23839999397750944,0.19153076439229502,0.07659999806492124,0.060626921545358176
US-Prr,330,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.26495,2003,Bonanza Creek LTER-TE,1,-148.32,64.7,Boreal,Forest,Natural,Evergreen,Mature,-3.5,375,NA,NA,NA,378,NA,NA,NA,NA,61.33438729436076,FALSE,-2.466666666666667,-3.0508333333333337,0.006102756892231427,0.884687577440664,272.70000000000005,311.30333333333334,0.9300751879698963,7.604243544487805,501.875,497.2111111111111,0.08004385964912582,348.5630605302201,577.0041673973103,592.2,71.995,744.2231410548048,0.23839999397750944,0.19153076439229502,0.07659999806492124,0.060626921545358176
US-Prr,331,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.26495,2003,Bonanza Creek LTER-TW,1,-148.32,64.7,Boreal,Forest,Natural,Evergreen,Mature,-3.5,375,NA,NA,NA,407,NA,NA,NA,NA,61.33438729436076,FALSE,-2.466666666666667,-3.0508333333333337,0.006102756892231427,0.884687577440664,272.70000000000005,311.30333333333334,0.9300751879698963,7.604243544487805,501.875,497.2111111111111,0.08004385964912582,348.5630605302201,577.0041673973103,592.2,71.995,744.2231410548048,0.23839999397750944,0.19153076439229502,0.07659999806492124,0.060626921545358176
US-Me6,332,NA,2000.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001,H.J. Andrews-DIRT,1,-122.17,44.25,Temperate,Forest,Natural,Evergreen,Mature,8.7,2370,9.4,1849,Exclusion,831,640,191,NA,831,45.499762663244205,FALSE,8.441666666666666,8.126666666666667,-0.008295739348371318,0.6260236705242556,1334.3000000000002,1184.976666666667,-3.8240601503761984,8.368329626431484,857.75,806.4472222222223,-1.3790413533834425,185.08599626260983,1471.8624782332768,1306.3,49.275,1396.2842328447368,0.2737999930832302,0.26774073397704073,0.0736999981381814,0.06993333156666874
US-Me6,333,NA,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2002,H.J. Andrews-DIRT,1,-122.17,44.25,Temperate,Forest,Natural,Evergreen,Mature,8.7,2370,7.7,1778,Exclusion,727,560,167,NA,727,45.499762663244205,FALSE,8.841666666666667,8.126666666666667,-0.008295739348371318,0.6260236705242556,1191.7,1184.976666666667,-3.8240601503761984,8.368329626431484,854.7083333333334,806.4472222222223,-1.3790413533834425,185.08599626260983,1544.2541578920554,1427.9,49.275,1328.9636894078303,0.23129999415687053,0.26774073397704073,0.07749999804218533,0.06993333156666874
US-Me6,334,NA,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,0.80874,2003,H.J. Andrews-DIRT,1,-122.17,44.25,Temperate,Forest,Natural,Evergreen,Mature,8.7,2370,10.1,2323,Exclusion,841,648,193,NA,841,45.499762663244205,FALSE,9.508333333333333,8.126666666666667,-0.008295739348371318,0.6260236705242556,1195.3,1184.976666666667,-3.8240601503761984,8.368329626431484,851.6666666666667,806.4472222222223,-1.3790413533834425,185.08599626260983,1571.3249782933758,1502.4,49.275,1360.1191717154877,0.23809999398508808,0.26774073397704073,0.08129999794618925,0.06993333156666874
US-Me1,362,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,Coast Range-initiation,1,-123.9,45.1,Temperate,Forest,Natural,Evergreen,Aggrading,5.5,2800,NA,NA,NA,1205,NA,NA,NA,NA,197.93438447416708,FALSE,10.116666666666667,9.85,-0.03703007518797206,0.043673169753342594,1351.7000000000003,1585.5833333333335,-8.564135338346361,5.689655991427409,742.1666666666667,680.6236111111111,-2.1268796992482573,121.38628162017201,2010.541629950069,1783.7000000000003,55.968,1507.1088078105417,0.2554999935455271,0.2626344761239156,0.06579999833775219,0.057710343369700275
US-Me1,363,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,Coast Range-young,1,-123.9,45.1,Temperate,Forest,Natural,Evergreen,Aggrading,5.5,2800,NA,NA,NA,1086,NA,NA,NA,NA,197.93438447416708,FALSE,10.116666666666667,9.85,-0.03703007518797206,0.043673169753342594,1351.7000000000003,1585.5833333333335,-8.564135338346361,5.689655991427409,742.1666666666667,680.6236111111111,-2.1268796992482573,121.38628162017201,2010.541629950069,1783.7000000000003,55.968,1507.1088078105417,0.2554999935455271,0.2626344761239156,0.06579999833775219,0.057710343369700275
US-Me1,364,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,Coast Range-mature,1,-123.9,45.1,Temperate,Forest,Natural,Evergreen,Mature,5.5,2800,NA,NA,NA,1081,NA,NA,NA,NA,197.93438447416708,FALSE,10.116666666666667,9.85,-0.03703007518797206,0.043673169753342594,1351.7000000000003,1585.5833333333335,-8.564135338346361,5.689655991427409,742.1666666666667,680.6236111111111,-2.1268796992482573,121.38628162017201,2010.541629950069,1783.7000000000003,55.968,1507.1088078105417,0.2554999935455271,0.2626344761239156,0.06579999833775219,0.057710343369700275
US-Me1,365,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,Coast Range-old,1,-123.9,45.1,Temperate,Forest,Natural,Evergreen,Mature,5.5,2800,NA,NA,NA,1557,NA,NA,NA,NA,197.93438447416708,FALSE,10.116666666666667,9.85,-0.03703007518797206,0.043673169753342594,1351.7000000000003,1585.5833333333335,-8.564135338346361,5.689655991427409,742.1666666666667,680.6236111111111,-2.1268796992482573,121.38628162017201,2010.541629950069,1783.7000000000003,55.968,1507.1088078105417,0.2554999935455271,0.2626344761239156,0.06579999833775219,0.057710343369700275
US-Me6,366,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,West Cascades-initiation,1,-122.2,44.2,Temperate,Forest,Natural,Evergreen,Aggrading,11.1,2100,NA,NA,NA,2007,NA,NA,NA,NA,49.12516227613851,FALSE,8.541666666666668,8.126666666666667,-0.008295739348371318,0.6260236705242556,1113.3000000000002,1184.976666666667,-3.8240601503761984,8.368329626431484,851.6666666666667,806.4472222222223,-1.3790413533834425,185.08599626260983,1486.158313916519,1388.6000000000001,44.649,1396.2842328447368,0.2737999930832302,0.26774073397704073,0.0736999981381814,0.06993333156666874
US-Me6,367,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,West Cascades-young,1,-122.2,44.2,Temperate,Forest,Natural,Evergreen,Aggrading,11.1,2100,NA,NA,NA,1478,NA,NA,NA,NA,49.12516227613851,FALSE,8.541666666666668,8.126666666666667,-0.008295739348371318,0.6260236705242556,1113.3000000000002,1184.976666666667,-3.8240601503761984,8.368329626431484,851.6666666666667,806.4472222222223,-1.3790413533834425,185.08599626260983,1486.158313916519,1388.6000000000001,44.649,1396.2842328447368,0.2737999930832302,0.26774073397704073,0.0736999981381814,0.06993333156666874
US-Me6,368,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,West Cascades-mature,1,-122.2,44.2,Temperate,Forest,Natural,Evergreen,Mature,11.1,2100,NA,NA,NA,2067,NA,NA,NA,NA,49.12516227613851,FALSE,8.541666666666668,8.126666666666667,-0.008295739348371318,0.6260236705242556,1113.3000000000002,1184.976666666667,-3.8240601503761984,8.368329626431484,851.6666666666667,806.4472222222223,-1.3790413533834425,185.08599626260983,1486.158313916519,1388.6000000000001,44.649,1396.2842328447368,0.2737999930832302,0.26774073397704073,0.0736999981381814,0.06993333156666874
US-Me6,369,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,West Cascades-old,1,-122.2,44.2,Temperate,Forest,Natural,Evergreen,Mature,11.1,2100,NA,NA,NA,1669,NA,NA,NA,NA,49.12516227613851,FALSE,8.541666666666668,8.126666666666667,-0.008295739348371318,0.6260236705242556,1113.3000000000002,1184.976666666667,-3.8240601503761984,8.368329626431484,851.6666666666667,806.4472222222223,-1.3790413533834425,185.08599626260983,1486.158313916519,1388.6000000000001,44.649,1396.2842328447368,0.2737999930832302,0.26774073397704073,0.0736999981381814,0.06993333156666874
US-Me6,370,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,East Cascades-initiation,1,-121.7,44.4,Temperate,Forest,Natural,Evergreen,Aggrading,8,520,NA,NA,NA,482,NA,NA,NA,NA,11.248719242788024,FALSE,6.216666666666667,5.8075,-0.013828320802005188,0.4446304714694478,657.1000000000001,866.3700000000001,-2.3610526315791116,8.92565364187298,818.2083333333334,763.2555555555556,-0.7478383458646186,261.71440055193193,937.4416508656225,961.4000000000001,37.728,1064.8459632845636,0.22549999430339085,0.2246777721019397,0.05429999862826662,0.07189259077643294
US-Me6,371,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,East Cascades-young,1,-121.7,44.4,Temperate,Forest,Natural,Evergreen,Aggrading,8,520,NA,NA,NA,593,NA,NA,NA,NA,11.248719242788024,FALSE,6.216666666666667,5.8075,-0.013828320802005188,0.4446304714694478,657.1000000000001,866.3700000000001,-2.3610526315791116,8.92565364187298,818.2083333333334,763.2555555555556,-0.7478383458646186,261.71440055193193,937.4416508656225,961.4000000000001,37.728,1064.8459632845636,0.22549999430339085,0.2246777721019397,0.05429999862826662,0.07189259077643294
US-Me6,372,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,East Cascades-mature,1,-121.7,44.4,Temperate,Forest,Natural,Evergreen,Mature,8,520,NA,NA,NA,872,NA,NA,NA,NA,11.248719242788024,FALSE,6.216666666666667,5.8075,-0.013828320802005188,0.4446304714694478,657.1000000000001,866.3700000000001,-2.3610526315791116,8.92565364187298,818.2083333333334,763.2555555555556,-0.7478383458646186,261.71440055193193,937.4416508656225,961.4000000000001,37.728,1064.8459632845636,0.22549999430339085,0.2246777721019397,0.05429999862826662,0.07189259077643294
US-Me6,373,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2001.5,East Cascades-old,1,-121.7,44.4,Temperate,Forest,Natural,Evergreen,Mature,8,520,NA,NA,NA,717,NA,NA,NA,NA,11.248719242788024,FALSE,6.216666666666667,5.8075,-0.013828320802005188,0.4446304714694478,657.1000000000001,866.3700000000001,-2.3610526315791116,8.92565364187298,818.2083333333334,763.2555555555556,-0.7478383458646186,261.71440055193193,937.4416508656225,961.4000000000001,37.728,1064.8459632845636,0.22549999430339085,0.2246777721019397,0.05429999862826662,0.07189259077643294
FI-Hyy,375,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Ilomantsi-I2,1,30.97,62.77,Boreal,Wetland,Natural,NA,Mature,3,650,NA,NA,NA,52,NA,NA,NA,NA,359.7599275414985,FALSE,3.8833333333333337,2.136388888888889,0.04298872180451264,0.14040874522481853,662.2,593.9300000000001,3.5635338345866376,3.2701698778087707,447.12500000000006,460.3055555555556,0.47568922305757144,251.69121836337044,862.3125065758686,NA,NaN,937.6052127855398,0.25999999343184754,0.273926916156947,0.02619999933813233,0.03661153753665321
FI-Hyy,376,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Ilomantsi-I3,1,30.97,62.77,Boreal,Wetland,Natural,NA,Mature,3,650,NA,NA,NA,111,NA,NA,NA,NA,359.7599275414985,FALSE,3.8833333333333337,2.136388888888889,0.04298872180451264,0.14040874522481853,662.2,593.9300000000001,3.5635338345866376,3.2701698778087707,447.12500000000006,460.3055555555556,0.47568922305757144,251.69121836337044,862.3125065758686,NA,NaN,937.6052127855398,0.25999999343184754,0.273926916156947,0.02619999933813233,0.03661153753665321
FI-Hyy,377,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L4,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,178,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,379,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Ilomantsi-I6,1,30.97,62.77,Boreal,Wetland,Natural,NA,Mature,3,650,NA,NA,NA,101,NA,NA,NA,NA,359.7599275414985,FALSE,3.8833333333333337,2.136388888888889,0.04298872180451264,0.14040874522481853,662.2,593.9300000000001,3.5635338345866376,3.2701698778087707,447.12500000000006,460.3055555555556,0.47568922305757144,251.69121836337044,862.3125065758686,NA,NaN,937.6052127855398,0.25999999343184754,0.273926916156947,0.02619999933813233,0.03661153753665321
FI-Hyy,381,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L8,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,152,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,383,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L10,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,292,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,385,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L12,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,343,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,387,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Ilomantsi-I14,1,30.97,62.77,Boreal,Wetland,Natural,NA,Mature,3,650,NA,NA,NA,285,NA,NA,NA,NA,359.7599275414985,FALSE,3.8833333333333337,2.136388888888889,0.04298872180451264,0.14040874522481853,662.2,593.9300000000001,3.5635338345866376,3.2701698778087707,447.12500000000006,460.3055555555556,0.47568922305757144,251.69121836337044,862.3125065758686,NA,NaN,937.6052127855398,0.25999999343184754,0.273926916156947,0.02619999933813233,0.03661153753665321
FI-Hyy,391,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Ilomantsi-I18,1,30.97,62.77,Boreal,Wetland,Natural,NA,Mature,3,650,NA,NA,NA,131,NA,NA,NA,NA,359.7599275414985,FALSE,3.8833333333333337,2.136388888888889,0.04298872180451264,0.14040874522481853,662.2,593.9300000000001,3.5635338345866376,3.2701698778087707,447.12500000000006,460.3055555555556,0.47568922305757144,251.69121836337044,862.3125065758686,NA,NaN,937.6052127855398,0.25999999343184754,0.273926916156947,0.02619999933813233,0.03661153753665321
FI-Hyy,392,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L19,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,190,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,393,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L20,1,24.3,61.78,Boreal,Wetland,Unmanaged,NA,Aggrading,3,700,NA,NA,NA,326,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
FI-Hyy,394,NA,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,1991,Lakkasuo-L21,1,24.3,61.78,Boreal,Wetland,Natural,NA,Mature,3,700,NA,NA,NA,252,NA,NA,NA,NA,7.512369597636209,FALSE,4.966666666666667,3.2436111111111114,0.00973057644110359,0.7065418912234422,606.9000000000001,553.03,-0.4293233082706349,10.411848822417795,456.25,476.02083333333337,0.6792293233082528,202.81928386600768,925.5791673901115,NA,77.168,1014.7614555900934,0.24514239380718209,0.2380674939859091,0.04443879887738149,0.04405849888698867
